gene,n_tissue,tissue_1,tissue_2,tissue_3,tissue_4,tissue_5,tissue_6,direct_association.diseaseId,direct_association.score,direct_association.disease,ensembl_ID
BRCA2,1,ADRNL,"","","","","",MONDO_0003193,0.611222762988932,bile duct adenocarcinoma: A carcinoma that arises from glandular epithelial cells of the bile duct,ENSG00000139618
DCXR,1,COLON,"","","","","",Orphanet_2843,0.610258160957827,Pentosuria: Pentosuria is an inborn error of metabolism which is characterized by the excretion of 1 to 4 g of the pentose L-xylulose in the urine per day.,ENSG00000169738
LSS,1,ADRNL,"","","","","",Orphanet_98994,0.609870923398974,Total congenital cataract: NA,ENSG00000160285
GPR68,1,SMLINT,"","","","","",Orphanet_100033,0.609293454876029,Hypomaturation amelogenesis imperfecta: NA,ENSG00000119714
PDE5A,1,ADRNL,"","","","","",EFO_0001361,0.607863387773793,"pulmonary arterial hypertension: Pulmonary arterial hypertension (PAH) is a group of diseases characterized by elevated pulmonary arterial resistance leading to right heart failure. PAH is progressive and potentially fatal. PAH may be idiopathic and/ or familial, or induced by drug or toxin (drug-or toxin-induced PAH) or associated with other diseases like congenital heart disease, connective tissue disease, HIV, schistosomiasis, portal hypertension (PAH associated with other disease).",ENSG00000138735
ADRA1B,1,HEART,"","","","","",HP_0001742,0.60704714722807,Nasal congestion: Reduced ability to pass air through the nasal cavity often leading to mouth breathing.,ENSG00000170214
GATA2,1,LUNG,"","","","","",Orphanet_319465,0.60698358078425,Inherited acute myeloid leukemia: An instance of acute myeloid leukemia that is caused by an inherited modification of the individual's genome.,ENSG00000179348
COL4A1,1,HEART,"","","","","",Orphanet_36383,0.606723202828888,Familial vascular leukoencephalopathy: NA,ENSG00000187498
ADRA1B,1,HEART,"","","","","",EFO_0007214,0.606613528386017,"common cold: An upper respiratory tract disease which involves inflammation of the mucous membranes of the nose, throat, eyes, and eustachian tubes with watery then purulent discharge. This is an acute contagious disease caused by rhinoviruses, human parainfluenza viruses, human respiratory syncytial virus, influenza viruses, adenoviruses, enteroviruses, or metapneumovirus.",ENSG00000170214
SIGMAR1,1,COLON,"","","","","",HP_0001742,0.606358462284564,Nasal congestion: Reduced ability to pass air through the nasal cavity often leading to mouth breathing.,ENSG00000147955
VEGFA,1,HEART,"","","","","",EFO_0009322,0.60630058570607,"proliferative diabetic retinopathy: Advanced retinopathy due to diabetes mellitus characterized by the formation of new vessels in the retina. The new vessels are abnormal and fragile. If hemorrhage occurs due to the vascular fragility, there is increased risk of vision loss or blindness.",ENSG00000112715
SIGMAR1,1,COLON,"","","","","",EFO_0007214,0.606211513506787,"common cold: An upper respiratory tract disease which involves inflammation of the mucous membranes of the nose, throat, eyes, and eustachian tubes with watery then purulent discharge. This is an acute contagious disease caused by rhinoviruses, human parainfluenza viruses, human respiratory syncytial virus, influenza viruses, adenoviruses, enteroviruses, or metapneumovirus.",ENSG00000147955
FGG,1,LUNG,"","","","","",HP_0011900,0.606007294952697,Hypofibrinogenemia: Decreased concentration of fibrinogen in the blood.,ENSG00000171557
COL4A1,1,HEART,"","","","","",Orphanet_75326,0.604500263285692,Retinal arterial tortuosity: NA,ENSG00000187498
GSR,1,KIDNEY,"","","","","",Orphanet_90030,0.603977666350803,Hemolytic anemia due to glutathione reductase deficiency: Haemolytic anaemia due to glutathione reductase (GSR) deficiency is characterised by nearly complete absence of GSR activity in erythrocytes.,ENSG00000104687
GLI1,1,LUNG,"","","","","",Orphanet_93339,0.603021505085156,"Polydactyly of a biphalangeal thumb: Polydactyly of a biphalangeal thumb or PPD1 is the most common form of preaxial polydactyly of fingers, a limb malformation syndrome, that is characterized by the duplication of one or more skeletal components of a biphalangeal thumb. Hands are preferentially affected (in bilateral), and the right hand is more commonly involved than the left.",ENSG00000111087
KDR,1,HEART,"","","","","",Orphanet_91415,0.60287713795442,Familial capillary hemangioma: NA,ENSG00000128052
SEC61A1,1,COLON,"","","","","",Orphanet_217330,0.601285891357861,"Hyperuricemia - anemia - renal failure: Familial juvenile hyperuricemic nephropathy type 2 is a rare autosomal dominantly inherited disease of childhood characterized by hypoproliferative anemia, hyperuricemia and slowly progressing kidney failure due to dysregulation of the renin-angiotensin system (RAS).",ENSG00000058262
JAK1,1,HEART,"","","","","",EFO_0002429,0.600943013674798,"polycythemia vera: Polycythemia vera (PV) is an acquired myeloproliferative disorder characterized by an elevated absolute red blood cell mass caused by uncontrolled red blood cell production, frequently associated with uncontrolled white blood cell and platelet production.",ENSG00000162434
FLT4,1,LUNG,"","","","","",MONDO_0032913,0.599808018870938,"congenital heart defects, multiple types, 7: NA",ENSG00000037280
SHMT2,1,ADRNL,"","","","","",MONDO_0030866,0.599409498399496,"neurodevelopmental disorder with cardiomyopathy, spasticity, and brain abnormalities: NA",ENSG00000182199
VEGFA,1,HEART,"","","","","",MONDO_0003005,0.598808367942623,"macular retinal edema: Accumulation of intraretinal fluid and protein in the macula, which may result in swelling and decreased central vision.",ENSG00000112715
FGG,1,LUNG,"","","","","",Orphanet_101041,0.598010643887324,Familial hypofibrinogenemia: Familial hypofibrinogenemia is a coagulation disorder characterized by mild bleeding symptoms following trauma or surgery due to a reduced plasma fibrinogen concentration.,ENSG00000171557
NPC1L1,1,COLON,"","","","","",MONDO_0021187,0.597428116219321,hyperlipidemia: NA,ENSG00000015520
ANLN,1,ADRNL,"","","","","",EFO_0004236,0.597399793509785,"focal segmental glomerulosclerosis: A renal disorder characterized by sclerotic lesions in the glomeruli. Causes include drugs, viruses, and malignancies (lymphomas), or it may be idiopathic. It presents with asymptomatic proteinuria or nephritic syndrome and it may lead to renal failure.",ENSG00000011426
VEGFA,1,HEART,"","","","","",EFO_1001157,0.597331925937699,retinal vein occlusion: Blockage of the RETINAL VEIN. Those at high risk for this condition include patients with HYPERTENSION; DIABETES MELLITUS; ATHEROSCLEROSIS; and other CARDIOVASCULAR DISEASES.,ENSG00000112715
NOP56,1,COLON,"","","","","",Orphanet_276198,0.597283091095395,"Spinocerebellar ataxia type 36: Spinocerebellar ataxia type 36 (SCA36) is a subtype of autosomal dominant cerebellar ataxia type 1 (ADCA type 1; see this term) characterized by gait and limb ataxia, lower limb spasticity, dysarthria, muscle fasiculations, tongue atrophy and hyperreflexia.",ENSG00000101361
ADGRG2,1,COLON,"","","","","",Orphanet_48,0.597210272514522,Congenital bilateral absence of vas deferens: Congenital bilateral absence of the vas deferens (CBAVD) is a condition leading to male infertility.,ENSG00000173698
PDE5A,1,ADRNL,"","","","","",HP_0000802,0.597110966469484,Impotence: Inability to develop or maintain an erection of the penis.,ENSG00000138735
HCCS,1,HEART,"","","","","",EFO_0005569,0.596975925620944,microphthalmia: Congenital or developmental anomaly in which the eyeballs are abnormally small.,ENSG00000004961
MYLK,1,LUNG,"","","","","",EFO_0004282,0.596450929952913,thoracic aortic aneurysm: An aneurysm formed in the wall of the proximal portion of the descending aorta proceeding from the arch of the aorta.,ENSG00000065534
ADRA1B,1,HEART,"","","","","",HP_0100806,0.596444006114909,Sepsis: Systemic inflammatory response to infection.,ENSG00000170214
CHRDL1,1,KIDNEY,"","","","","",MONDO_0009576,0.596114339919044,megalocornea: NA,ENSG00000101938
ADAMTS17,1,LUNG,"","","","","",Orphanet_363992,0.595976035422127,Ichthyosis-short stature-brachydactyly-microspherophakia syndrome: NA,ENSG00000140470
C1S,1,ADRNL,"","","","","",MONDO_0013419,0.595680596895143,complement component C1s deficiency: A rare defect resulting in C1 deficiency and impaired activation of the complement classical pathway. C1 deficiency generally leads to severe immune complex disease with features of systemic lupus erythematosus and glomerulonephritis.,ENSG00000182326
KMT2C,1,SPLEEN,"","","","","",MONDO_0054701,0.595598468038546,Kleefstra syndrome 2: NA,ENSG00000055609
COLEC11,1,ADRNL,"","","","","",MONDO_0017398,0.59557280277086,"3MC syndrome: 3MC syndrome describes a rare developmental disorder, that unifies the overlapping autosomal recessive disorders previously known as Carnevale, Mingarelli, Malpuech and Michels syndromes, characterized by a spectrum of developmental anomalies that include distinctive facial dysmorphism (i.e. hypertelorism, blepharophimosis, blepharoptosis, highly arched eyebrows), cleft lip and/or palate, craniosynostosis, learning disability, radioulnar synostosis and genital and vesicorenal anomalies. Less common features reported include anterior chamber defects, cardiac anomalies (e.g. ventricular septal defect), caudal appendage, umbilical hernia/omphalocele and diastasis recti.",ENSG00000118004
VCP,1,COLON,"","","","","",Orphanet_64746,0.595526605289024,Autosomal dominant Charcot-Marie-Tooth disease type 2: NA,ENSG00000165280
ADRA1B,1,HEART,"","","","","",EFO_0004278,0.595484817086093,sudden cardiac arrest: An unexpected natural death from a cardiac cause within a short time period from the onset of symptoms.,ENSG00000170214
GK,1,KIDNEY,"","","","","",Orphanet_284408,0.595434210325353,"Glycerol kinase deficiency, infantile form: Infantile glycerol kinase deficiency (GKD) is a severe form of GKD (see this term) characterized clinically by poor feeding, failure to thrive, salt-wasting dehydration, vomiting, Addisonian pigmentation, hypotonia, and disorders of consciousness. Some patients have complex GKD associated with adrenal hypoplasia congenita and/or Duchenne muscular dystrophy (DMD) (see these terms) with manifestations including intellectual deficit, dysmorphic facial features, abnormal external genitalia, strabismus, seizures, and progressive lethargy.",ENSG00000198814
MYLK,1,LUNG,"","","","","",Orphanet_233655,0.595434210325353,Rare genetic vascular disease: NA,ENSG00000065534
LCK,1,SPLEEN,"","","","","",Orphanet_280142,0.595434210325353,Severe combined immunodeficiency due to LCK deficiency: NA,ENSG00000182866
SIGMAR1,1,COLON,"","","","","",HP_0000737,0.594968109050824,"Irritability: A proneness to anger, i.e., a condition of being easily bothered or annoyed.",ENSG00000147955
TKFC,1,ADRNL,"","","","","",MONDO_0032927,0.594349551882531,triokinase and FMN cyclase deficiency syndrome: NA,ENSG00000149476
BRCA2,1,ADRNL,"","","","","",EFO_0009812,0.593841449112672,"secondary malignant neoplasm: A malignant neoplasm that arises from a pre-existing lower grade lesion, or as a result of a primary lesion that has spread to secondary sites, or due to a complication of a cancer treatment.",ENSG00000139618
GRIN2D,1,HIPPOC,"","","","","",MONDO_0002009,0.592738619975989,major depressive disorder: An episode of depression lasting two or more weeks without an intervening episode of mania.,ENSG00000105464
SLC18A2,1,ADRNL,"","","","","",Orphanet_399,0.589560569699759,"Huntington disease: Huntington disease (HD) is a rare neurodegenerative disorder of the central nervous system characterized by unwanted choreatic movements, behavioral and psychiatric disturbances and dementia.",ENSG00000165646
NADSYN1,1,ADRNL,"","","","","",Orphanet_3404,0.588943125387809,"Ulbright-Hodes syndrome: Ulbright-Hodes syndrome is characterised by renal dysplasia, growth retardation, phocomelia or mesomelia, radiohumeral fusion, rib abnormalities, anomalies of the external genitalia and a potter-like facies. The syndrome has been described in three infants (one pair of sibs and an unrelated case), all of whom died shortly after birth from respiratory distress resulting from pulmonary hypoplasia and oligohydramnios caused by renal dysplasia. The mode of transmission appears to be autosomal recessive.",ENSG00000172890
DYSF,1,HEART,"","","","","",Orphanet_207073,0.588203312636055,Qualitative or quantitative defects of dysferlin: NA,ENSG00000135636
TRPM8,1,SPLEEN,"","","","","",EFO_0007214,0.58806443988229,"common cold: An upper respiratory tract disease which involves inflammation of the mucous membranes of the nose, throat, eyes, and eustachian tubes with watery then purulent discharge. This is an acute contagious disease caused by rhinoviruses, human parainfluenza viruses, human respiratory syncytial virus, influenza viruses, adenoviruses, enteroviruses, or metapneumovirus.",ENSG00000144481
DPEP1,1,COLON,"","","","","",HP_0100806,0.587953885184743,Sepsis: Systemic inflammatory response to infection.,ENSG00000015413
AP1B1,1,COLON,"","","","","",MONDO_0009440,0.586881966973161,"ichthyosiform erythroderma, corneal involvement, and hearing loss: NA",ENSG00000100280
AP1B1,1,COLON,"","","","","",Orphanet_477,0.586881966973161,"KID syndrome: Keratitis (and hystrix-like) ichthyosis deafness (KID/HID) syndrome is a rare congenital ectodermal disorder characterized by vascularizing keratitis, hyperkeratotic skin lesions and hearing loss.",ENSG00000100280
ADRA1B,1,HEART,"","","","","",EFO_0005252,0.583174629508578,orthostatic hypotension: Sudden fall of the blood pressure of at least 20/10 mm Hg when a person stands up.,ENSG00000170214
PDE2A,1,SPLEEN,"","","","","",MONDO_0030900,0.582509181518463,intellectual developmental disorder with paroxysmal dyskinesia or seizures: NA,ENSG00000186642
DPEP1,1,COLON,"","","","","",EFO_0000465,0.582456313161515,endocarditis: Inflammation of the endocardium.,ENSG00000015413
GRIN2D,1,HIPPOC,"","","","","",EFO_1000860,0.582456313161515,cerebral atherosclerosis: Vascular diseases characterized by thickening and hardening of the walls of ARTERIES inside the SKULL. There are three subtypes: (1) atherosclerosis with fatty deposits in the ARTERIAL INTIMA; (2) Monckeberg's sclerosis with calcium deposits in the media and (3) arteriolosclerosis involving the small caliber arteries. Clinical signs include HEADACHE; CONFUSION; transient blindness (AMAUROSIS FUGAX); speech impairment; and HEMIPARESIS.,ENSG00000105464
GRIN2D,1,HIPPOC,"","","","","",EFO_1001402,0.582456313161515,"postencephalitic Parkinson disease: A disease believed to be caused by a viral illness that triggers degeneration of the nerve cells in the substantia nigra. Overall, this degeneration leads to clinical parkinsonism.",ENSG00000105464
PAPPA2,1,KIDNEY,"","","","","",EFO_0004627,0.581235842556001,"IGF-1 measurement: Is the quantification of Insulin-like growth factor 1 (IGF-1), also called somatomedin C. IGF-1 is a hormone similar in molecular structure to insulin. It plays an important role in childhood growth and continues to have anabolic effects in adults. Levels of IGF-1 are known to increase in some cancers.",ENSG00000116183
ADAMTS17,1,LUNG,"","","","","",HP_0000924,0.580789697372563,Abnormality of the skeletal system: An abnormality of the skeletal system.,ENSG00000140470
BLVRA,1,SPLEEN,"","","","","",Orphanet_276405,0.578941709310048,"Hyperbiliverdinemia: Hyperbiliverdinemia is a rare, genetic hepatic disease characterized by the presence of green coloration of the skin, urine, plasma and other body fluids (ascites, breastmilk) or parts (sclerae) due to increased serum levels of biliverdin in association with biliary obstruction and/or liver failure. Association with malnutrition, medication, and congenital biliary atresia has also been reported.",ENSG00000106605
COL4A4,1,LUNG,"","","","","",EFO_0010967,0.578591295373785,urinary microalbumin measurement: The quantification of microalbumin in urine.,ENSG00000081052
CSF2RA,1,LUNG,"","","","","",HP_0006517,0.577468522944847,"Intraalveolar phospholipid accumulation: Accumulation of amorphous PAS-positive material in the space betweem alveolar macrophages, sometimes as condensed form (oval bodies) are typically found in alveolar proteinosis.",ENSG00000198223
SBF1,1,SPLEEN,"","","","","",Orphanet_363981,0.576052698452924,"Charcot-Marie-Tooth disease type 4B3: Charcot-Marie-Tooth disease type 4B3 (CMT4B3) is a subtype of Charcot-Marie-Tooth type 4 characterized by a childhood onset of slowly progressing, demyelinating sensorimotor neuropathy, focally folded myelin sheaths in nerve biopsy, reduced nerve conduction velocities (less than 38 m/s), and the typical CMT phenotype (i.e. distal muscle weakness and atrophy, and sensory loss).",ENSG00000100241
CELSR1,1,SMLINT,"","","","","",Orphanet_79452,0.575136063417503,"Milroy disease: Milroy disease is a frequent form of primary lymphedema (see this term) characterized generally by painless, chronic lower-limb lymphedema found at birth or developing in the early neonatal period.",ENSG00000075275
COL4A4,1,LUNG,"","","","","",HP_0000079,0.575100081382762,Abnormality of the urinary system: An abnormality of the urinary system.,ENSG00000081052
ANLN,1,ADRNL,"","","","","",Orphanet_656,0.574901996176203,Familial idiopathic steroid-resistant nephrotic syndrome: Familial idiopathic steroid-resistant nephrotic syndrome is characterized by a nephrotic syndrome with often early onset.,ENSG00000011426
ATP2A2,1,ADRNL,"","","","","",Orphanet_79151,0.574499564778879,Acrokeratosis verruciformis of Hopf: NA,ENSG00000174437
COL4A1,1,HEART,"","","","","",Orphanet_799,0.573790251675127,"Schizencephaly: Schizencephaly is a rare congenital cerebral malformation characterized by the presence of linear clefts in one or both hemispheres of the brain, extending from the lateral ventricles to the pial surface of the cortex, and that lead to a variety of neurological symptoms such as epilepsy, motor deficits, and psychomotor retardation.",ENSG00000187498
CP,1,COLON,"","","","","",MONDO_0000437,0.57276293287957,"cerebellar ataxia: A neurological syndrome characterised by clumsy and unco-ordinated movement of the limbs, trunk, and cranial muscles. It results from pathology in the cerebellum and its connections, or in the proprioceptive sensory pathways.",ENSG00000047457
ACTA2,1,SPLEEN,"","","","","",Orphanet_233655,0.57276293287957,Rare genetic vascular disease: NA,ENSG00000107796
ATP6V1B2,1,LUNG,"","","","","",Orphanet_79499,0.572524472545245,"Autosomal dominant deafness-onychodystrophy syndrome: Dominant deafness-onychodystrophy (DDOD) syndrome is a multiple congenital anomalies syndrome characterized by congenital hearing impairment, small or absent nails on the hands and feet, and small terminal phalanges.",ENSG00000147416
SLC18A2,1,ADRNL,"","","","","",EFO_0004152,0.572390400906626,"chorea: A neurological condition affecting the involuntary movements. It is characterized by brief, non-repetitive irregular muscle contractions. It is seen in patients with Huntington's disease.",ENSG00000165646
WNT4,1,LUNG,"","","","","",Orphanet_3109,0.568535592422506,"Mayer-Rokitansky-Küster-Hauser syndrome: Mayer-Rokitansky-Küster-Hauser (MRKH) syndrome describes a spectrum of Mullerian duct anomalies characterized by congenital aplasia of the uterus and upper two thirds of the vagina in otherwise phenotypically normal females. It can be classed as either type I (classical) MRKH or type II (atypical) MRKH (also known as MURCS association; see these terms), depending on if it is isolated or associated with other malformations.",ENSG00000162552
XDH,1,LUNG,"","","","","",EFO_0009104,0.568206004122964,hyperuricemia: An abnormally high level of uric acid.,ENSG00000158125
VWF,1,LUNG,"","","","","",Orphanet_52530,0.567762949757047,"Pseudo-von Willebrand disease: Platelet type Von Willebrand disease (PT-VWD) is a bleeding disorder characterized by mild to moderate mucocutaneous bleeding, which becomes more pronounced during pregnancy or following ingestion of drugs that have anti-platelet activity. PT-VWD is due to hyperresponsive platelets, resulting in thrombocytopenia.",ENSG00000110799
IFT140,1,ADRNL,"","","","","",EFO_0009690,0.567073539695987,urinary system disease: A disease involving the renal system.,ENSG00000187535
SETX,1,SPLEEN,"","","","","",Orphanet_94124,0.566868043389581,"Spinocerebellar ataxia type 1 with axonal neuropathy: Spinocerebellar ataxia with axonal neuropathy type 1 is a rare, genetic neurological disorder characterized by a late childhood onset of slowly progressive cerebellar ataxia. Initial manifestations include weakness and atrophy of distal limb muscles, areflexia and loss of pain, vibration and touch sensations in upper and lower extremities. Gaze nystagmus, cerebellar dysarthria, peripheral neuropathy, stepagge gait and pes cavus develop as disease progresses. Cerebellar atrophy (especially of the vermis) is present in all affected individuals. Additional reported manifestations include seizures, mild brain atrophy, mild hypercholesterolemia and borderline hypoalbuminemia.",ENSG00000107290
ECEL1,1,ADRNL,"","","","","",Orphanet_97120,0.566091470493523,Distal arthrogryposis: A muscle tissue disease characterized by congenital joint contractures of hand and feet.,ENSG00000171551
JAK1,1,HEART,"","","","","",EFO_0002430,0.564872371454836,"primary myelofibrosis: Myelofibrosis with myeloid metaplasia is a myeloproliferative disease with annual incidence of approximately 1 case per 100,000 individuals and age at diagnosis around 60 (an increased prevalence is noted in Ashkenazi Jews). Clinical manifestations depend on the type of blood cell affected and may include anemia, pallor, splenomegaly, hypermetabolic state, petechiae, ecchymosis, bleeding, lymphadenopathy, hepatomegaly, portal hypertension.",ENSG00000162434
SRSF2,1,COLON,"","","","","",MONDO_0002334,0.564504420077356,"hematopoietic and lymphoid system neoplasm: Neoplasms of the hematopoietic system, including hematopoietic cell neoplasms (e.g. leukemias, lymphomas) and non-hematopoietic cell neoplasms that can affect the hematopoietic system (e.g. lymph node and splenic sarcomas). --2003",ENSG00000161547
TRPM8,1,SPLEEN,"","","","","",HP_0001742,0.564504420077356,Nasal congestion: Reduced ability to pass air through the nasal cavity often leading to mouth breathing.,ENSG00000144481
ABHD5,1,LUNG,"","","","","",Orphanet_165,0.564152740125619,Neutral lipid storage disease: Neutral lipid storage disease (NLSD) refers to a group of diseases characterized by a deficit in the degradation of cytoplasmic triglycerides and their accumulation in cytoplasmic lipid vacuoles in most tissues of the body. The group is heterogeneous: currently cases of NLSD with icthyosis (NLSDI/Dorfman-Chanarin disease) and NLSD with myopathy (NLSDM/neutral lipid storage myopathy) can be distinguished.,ENSG00000011198
GUCY1A1,1,COLON,"","","","","",EFO_0001361,0.563251799563376,"pulmonary arterial hypertension: Pulmonary arterial hypertension (PAH) is a group of diseases characterized by elevated pulmonary arterial resistance leading to right heart failure. PAH is progressive and potentially fatal. PAH may be idiopathic and/ or familial, or induced by drug or toxin (drug-or toxin-induced PAH) or associated with other diseases like congenital heart disease, connective tissue disease, HIV, schistosomiasis, portal hypertension (PAH associated with other disease).",ENSG00000164116
TXNRD1,1,HEART,"","","","","",EFO_0000224,0.562564416786371,"acute promyelocytic leukemia: Acute promyelocytic leukemia (APL) is an aggressive form of acute myeloid leukemia (AML), characterized by arrest of leukocyte differentiation at the promyelocyte stage, due to a specific chromosomal translocation t(15;17) in myeloid cells. APL manifests with easy bruising, hemorrhagic diathesis and fatigue.",ENSG00000198431
ADRA1B,1,HEART,"","","","","",HP_0011950,0.562466421161206,Bronchiolitis: Inflammation of the bronchioles.,ENSG00000170214
BRCA2,1,ADRNL,"","","","","",EFO_0007796,0.561906527796361,"parental longevity: length of an individual's parents' life, either taken individually (paternal or maternal longevity) or in combination and sometimes used as an indicator of an individual longevity",ENSG00000139618
GATA2,1,LUNG,"","","","","",MONDO_0019457,0.560786098948662,"therapy related acute myeloid leukemia and myelodysplastic syndrome: An acute myeloid leukemia secondary to a myelodysplastic syndrome or therapy-related. (WHO, 2001)",ENSG00000179348
ADRA1B,1,HEART,"","","","","",EFO_0005751,0.558729734847908,eye allergy: An allergic disease involving a pathogenic inflammatory response in the camera-type eye.,ENSG00000170214
BRCA2,1,ADRNL,"","","","","",MONDO_0024339,0.556909011940783,lymph node neoplasm: A neoplasm involving a lymph node.,ENSG00000139618
PIGT,1,COLON,"","","","","",Orphanet_300496,0.556174822741288,Multiple congenital anomalies-hypotonia-seizures syndrome type 2: Any multiple congenital anomalies/dysmorphic syndrome-intellectual disability in which the cause of the disease is a mutation in the PIGA gene.,ENSG00000124155
CAPN5,1,SPLEEN,"","","","","",EFO_1001129,0.556135534441334,"proliferative vitreoretinopathy: Vitreoretinal membrane shrinkage or contraction secondary to the proliferation of primarily retinal pigment epithelial cells and glial cells, particularly fibrous astrocytes, followed by membrane formation. The formation of fibrillar collagen and cellular proliferation appear to be the basis for the contractile properties of the epiretinal and vitreous membranes.",ENSG00000149260
KCNK3,1,HEART,"","","","","",Orphanet_275777,0.555521225860305,"Heritable pulmonary arterial hypertension: Heritable pulmonary arterial hypertension (HPAH) is a form of pulmonary arterial hypertension (PAH), occurring due to mutations in PAH predisposing genes or in a familial context. HPAH is characterized by elevated pulmonary arterial resistance leading to right heart failure. HPAH is progressive and potentially fatal.",ENSG00000171303
IMPG2,1,HIPPOC,"","","","","",MONDO_0000390,0.554862555166632,vitelliform macular dystrophy: A rare genetic disorder characterized by macular degeneration in the retina resulting in progressive loss of central vision with retention of the peripheral vision.,ENSG00000081148
MMP2,1,ADRNL,"","","","","",Orphanet_85196,0.554788411059983,Nodulosis-arthropathy-osteolysis syndrome: NA,ENSG00000087245
BRCA2,1,ADRNL,"","","","","",MONDO_0005499,0.554369782027053,brain glioma: A malignant glioma that involves the brain.,ENSG00000139618
SPARC,1,HEART,"","","","","",Orphanet_216820,0.554369782027053,"Osteogenesis imperfecta type 4: Osteogenesis imperfecta type IV is a moderate type of osteogenesis imperfecta (OI; see this term), a genetic disorder characterized by increased bone fragility, low bone mass and susceptibility to bone fractures. Patients with type IV have moderately short stature, mild to moderate scoliosis, grayish or white sclera, and dentinogenesis imperfecta (DI; see this term).",ENSG00000113140
TRPM4,1,LUNG,"","","","","",Orphanet_317,0.554369782027053,Erythrokeratodermia variabilis: A rare genetic chronic skin disorder characterized by hyperkeratosis and transient erythema. Mutations in GJB3 and GJB4 genes have been identified as causative agents.,ENSG00000130529
DOCK8,1,SPLEEN,"","","","","",MONDO_0100172,0.554369782027053,"intellectual disability, autosomal dominant: NA",ENSG00000107099
SZT2,1,SPLEEN,"","","","","",Orphanet_369894,0.554369782027053,Early infantile epileptic encephalopathy without suppression burst: NA,ENSG00000198198
KLHL3,1,SPLEEN,"","","","","",Orphanet_88938,0.554139163380868,Pseudohypoaldosteronism type 2A: NA,ENSG00000146021
TOP3A,1,ADRNL,"","","","","",MONDO_0020845,0.553689993059336,"progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 5: NA",ENSG00000177302
GABRA6,1,CORTEX,"","","","","",EFO_0002687,0.553387168921343,"ischemia reperfusion injury: Some of the known risk factors for cardiovascular disease (hypercholesterolaemia, hypertension, and diabetes) appear to exaggerate many of the microvascular alterations elicited by ischaemia and reperfusion (I/R). The inflammatory mediators released as a consequence of reperfusion also appear to activate endothelial cells in remote organs that are not exposed to the initial ischaemic insult. This distant response to I/R can result in leukocyte-dependent microvascular injury that is characteristic of the multiple organ dysfunction syndrome. Adaptational responses to I/R injury have been demonstrated that allow for protection of briefly ischaemic tissues against the harmful effects of subsequent, prolonged ischaemia, a phenomenon called ischaemic preconditioning.",ENSG00000145863
PSMB4,1,COLON,"","","","","",MONDO_0054699,0.553173717699148,proteasome-associated autoinflammatory syndrome 3: NA,ENSG00000159377
TRRAP,1,SPLEEN,"","","","","",MONDO_0032911,0.55284269859971,"hearing loss, autosomal dominant 75: NA",ENSG00000196367
ABCC9,1,HEART,"","","","","",EFO_0004191,0.55279580364182,androgenetic alopecia: NA,ENSG00000069431
IFT140,1,ADRNL,"","","","","",EFO_0008615,0.552628125470552,Cystic Kidney Disease: A congenital or acquired kidney disorder characterized by the presence of renal cysts. [ NCI ],ENSG00000187535
DOCK8,1,SPLEEN,"","","","","",Orphanet_331223,0.551941627844484,"Hyper-IgE syndrome: A condition that is characterized by elevated serum IgE, dermatitis, and respiratory infections.",ENSG00000107099
SCN1B,1,ADRNL,"","","","","",EFO_1001497,0.551803255258409,cardiac conduction defect: heart rhythm disturbance where the heart’selectrical impulses are conducted very slowly.,ENSG00000105711
GRIN2D,1,HIPPOC,"","","","","",EFO_0009854,0.551408044981912,"treatment resistant depression: Unipolar depression that does not respond to commonly used treatments, typically defined as lack of response to at least two appropriate antidepressant treatments.",ENSG00000105464
SRSF2,1,COLON,"","","","","",MONDO_0004600,0.551187288833934,monocytic leukemia: NA,ENSG00000161547
KCNK3,1,HEART,"","","","","",MONDO_0001999,0.551187288833934,primary pulmonary hypertension: Increased blood pressure in the arteries of the lungs; the etiology is unknown.,ENSG00000171303
KCNK3,1,HEART,"","","","","",Orphanet_422,0.551187288833934,"Idiopathic and/or familial pulmonary arterial hypertension: Idiopathic and/or familial pulmonary arterial hypertension (IFPAH) is a form or pulmonary arterial hypertension (PAH, see his term) characterized by elevated pulmonary arterial resistance leading to right heart failure; it is progressive and potentially fatal. About 75% of heritable pulmonary arterial hypertension (HPAH) have an identified mutation. HPAH has been linked to mutations in BMPR2 in 75% of cases; other genes implicated in HPAH include ACVR1, BMPR1, CAV1, ENG and SMAD9 and CBLN2. (However, the majority of patients carrying an HPAH mutation do not develop PAH). Idiopathic pulmonary arterial hypertension (IFPAH) refers to those cases of pulmonary arterial hypertension in which etiology remains unknown.",ENSG00000171303
TRPM8,1,SPLEEN,"","","","","",HP_0000737,0.551187288833934,"Irritability: A proneness to anger, i.e., a condition of being easily bothered or annoyed.",ENSG00000144481
MAT1A,1,LUNG,"","","","","",EFO_0009069,0.55014468974044,hepatic methionine adenosyltransferase deficiency: A metabolic disorder usually inherited in an autosomal recessive pattern and caused by mutations in the MAT1A gene. Affected individuals usually do not have clinical abnormalities.,ENSG00000151224
ARHGEF1,1,SPLEEN,"","","","","",MONDO_0032763,0.549467715898943,immunodeficiency 62: NA,ENSG00000076928
