rat_ensembl_gene,ome,tissue,node,rat_gene_symbol,human_gene_symbol,human_ensembl_gene,chr,gene_start,gene_end,male.logFC,male.phenotypic_expression_Z,male.genetic_expression_Z,female.logFC,female.phenotypic_expression_Z,female.genetic_expression_Z,num_twas_hits,twas_hits
ENSRNOG00000017105,TRNSCRPT,KIDNEY,8w_F-1_M-1,Dpyd,DPYD,ENSG00000188641,chr1,97077743,97921049,-0.381696544981189,-0.501268751908823,,-0.0481850439915356,-0.0365270695412722,,0,""
ENSRNOG00000017226,TRNSCRPT,KIDNEY,8w_F1_M1,Slc2a4,SLC2A4,ENSG00000181856,chr17,7281667,7288251,0.387168798727361,0.485483990398107,,0.124420665632469,0.0925509251645575,,2,"ADIPOGen_Adiponectin, UKB_20022_Birth_weight"
ENSRNOG00000017286,TRNSCRPT,KIDNEY,8w_F-1_M-1,Ephx2,EPHX2,ENSG00000120915,chr8,27490779,27545564,-0.145724218911302,-0.188778358039661,,-0.161858589382211,-0.12275834050899,,0,""
ENSRNOG00000017539,TRNSCRPT,KIDNEY,8w_F-1_M-1,Mmp9,MMP9,ENSG00000100985,chr20,46008908,46016561,-0.911606549557489,-1.02656361344491,,-0.589690036490881,-0.424152599886599,,0,""
ENSRNOG00000017854,TRNSCRPT,KIDNEY,8w_F1_M1,Ucp2,UCP2,ENSG00000175567,chr11,73974667,73983307,0.147852460492843,0.184362585975494,,0.103962218804635,0.077403913825026,,1,UKB_50_Standing_height
ENSRNOG00000018087,TRNSCRPT,KIDNEY,8w_F1_M1,Vim,VIM,ENSG00000026025,chr10,17228259,17237593,0.277927752093986,0.366438231695184,,0.184076441123506,0.140221359594924,,1,UKB_20002_1065_self_reported_hypertension
ENSRNOG00000018402,TRNSCRPT,KIDNEY,8w_F1_M1,Apoc2,APOC2,ENSG00000234906,chr19,44945982,44949565,0.44194854336989,0.496027143104533,,0.941630299929763,0.678249361191822,,7,"Astle_et_al_2016_Eosinophil_counts, GIANT_HEIGHT, GLGC_Mc_HDL, GLGC_Mc_LDL, GLGC_Mc_TG, IGAP_Alzheimer, UKB_50_Standing_height"
ENSRNOG00000018680,TRNSCRPT,KIDNEY,8w_F1_M1,Rpl17,RPL17,ENSG00000265681,chr18,49488453,49492523,0.177034441994946,0.234575983171116,,0.186488022832337,0.141772200081308,,0,""
ENSRNOG00000018714,TRNSCRPT,KIDNEY,8w_F-1_M-1,Arl5b,ARL5B,ENSG00000165997,chr10,18659405,18681639,-0.252224112879995,-0.329796870720885,,-0.145217390736815,-0.1096605179936,,1,UKB_50_Standing_height
ENSRNOG00000018795,TRNSCRPT,KIDNEY,8w_F1_M1,Rpl18a,RPL18A,ENSG00000105640,chr19,17859876,17864153,0.0888754750689566,0.117900496191163,,0.141209125177467,0.107363894636378,,0,""
ENSRNOG00000018991,TRNSCRPT,KIDNEY,8w_F1_M1,Gsn,GSN,ENSG00000148180,chr9,121207794,121332843,0.214611321379763,0.282568472547869,,0.184386825821675,0.139889908336003,,0,""
ENSRNOG00000019372,TRNSCRPT,KIDNEY,8w_F-1_M-1,Pc,PC,ENSG00000173599,chr11,66848233,66958376,-0.216241774098116,-0.28263935988004,,-0.164662453760409,-0.125196045553083,,3,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_Lymphocyte_counts, Astle_et_al_2016_Red_blood_cell_count"
ENSRNOG00000019453,TRNSCRPT,KIDNEY,8w_F1_M1,Rps5,RPS5,ENSG00000083845,chr19,58386400,58394806,0.0700356996864838,0.0928801744835443,,0.115575207743534,0.0879212852259585,,1,Astle_et_al_2016_Platelet_count
ENSRNOG00000019534,TRNSCRPT,KIDNEY,8w_F-1_M-1,Ap2a2,AP2A2,ENSG00000183020,chr11,924894,1012245,-0.112817698828197,-0.149842524280879,,-0.0899612377912837,-0.0685828966166503,,2,"UKB_21001_Body_mass_index_BMI, UKB_50_Standing_height"
ENSRNOG00000019578,TRNSCRPT,KIDNEY,8w_F1_M1,Rps16,RPS16,ENSG00000105193,chr19,39433207,39435948,0.127543403974841,0.168880457224871,,0.13634837311852,0.103509966772444,,0,""
ENSRNOG00000019830,TRNSCRPT,KIDNEY,8w_F1_M1,Hsd17b1,HSD17B1,ENSG00000108786,chr17,42549214,42555213,0.504254142815659,0.658482418935857,,0.295929559583115,0.223821380806351,,9,"Astle_et_al_2016_Granulocyte_count, Astle_et_al_2016_Myeloid_white_cell_count, Astle_et_al_2016_Neutrophil_count, Astle_et_al_2016_Sum_basophil_neutrophil_counts, Astle_et_al_2016_Sum_neutrophil_eosinophil_counts, Astle_et_al_2016_White_blood_cell_count, GIANT_HEIGHT, UKB_21001_Body_mass_index_BMI, UKB_23099_Body_fat_percentage"
ENSRNOG00000019974,TRNSCRPT,KIDNEY,8w_F1_M1,Uba52,UBA52,ENSG00000221983,chr19,18571730,18577550,0.118460125798411,0.157434896119853,,0.100210046666032,0.0762965992812731,,1,Astle_et_al_2016_Reticulocyte_count
ENSRNOG00000020420,TRNSCRPT,KIDNEY,8w_F-1_M-1,Pklr,PKLR,ENSG00000143627,chr1,155289849,155301434,-0.367995426229944,-0.426053713793202,,-0.267449177994743,-0.18690397165856,,0,""
ENSRNOG00000020480,TRNSCRPT,KIDNEY,8w_F1_M1,Fads1,FADS1,ENSG00000149485,chr11,61799625,61829318,0.513676348804479,0.667491049568911,,0.299341862371596,0.226699321851407,,32,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_Granulocyte_count, Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Myeloid_white_cell_count, Astle_et_al_2016_Neutrophil_count, Astle_et_al_2016_Platelet_count, Astle_et_al_2016_Red_blood_cell_count, Astle_et_al_2016_Reticulocyte_count, Astle_et_al_2016_Sum_basophil_neutrophil_counts, Astle_et_al_2016_Sum_eosinophil_basophil_counts, Astle_et_al_2016_Sum_neutrophil_eosinophil_counts, Astle_et_al_2016_White_blood_cell_count, GIANT_HEIGHT, GLGC_Mc_HDL, GLGC_Mc_LDL, GLGC_Mc_TG, HRGene_HeartRate, IBD.EUR.Crohns_Disease, IBD.EUR.Inflammatory_Bowel_Disease, MAGIC_FastingGlucose, MAGNETIC_CH2.DB.ratio, MAGNETIC_HDL.C, MAGNETIC_IDL.TG, TAGC_Asthma_EUR, UKB_1160_Sleep_duration, UKB_20002_1111_self_reported_asthma, UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema, UKB_20016_Fluid_intelligence_score, UKB_21001_Body_mass_index_BMI, UKB_2395_4_Hair_or_balding_pattern_Pattern_4, UKB_50_Standing_height, UKB_6152_8_diagnosed_by_doctor_Asthma"
ENSRNOG00000020836,TRNSCRPT,KIDNEY,8w_F-1_M-1,Rorc,RORC,ENSG00000143365,chr1,151806155,151831872,-0.211502899532516,-0.271149481315277,,-0.274840693826362,-0.206807960961049,,0,""
ENSRNOG00000021181,TRNSCRPT,KIDNEY,8w_F1_M1,Sf3b4,SF3B4,ENSG00000143368,chr1,149923317,149928344,0.0647693461272231,0.0859686493610076,,0.106782031712355,0.0814475323091297,,7,"Astle_et_al_2016_Granulocyte_count, Astle_et_al_2016_Monocyte_count, Astle_et_al_2016_Myeloid_white_cell_count, Astle_et_al_2016_Neutrophil_count, Astle_et_al_2016_Sum_basophil_neutrophil_counts, Astle_et_al_2016_Sum_neutrophil_eosinophil_counts, UKB_50_Standing_height"
ENSRNOG00000021314,TRNSCRPT,KIDNEY,8w_F1_M1,Fdft1,FDFT1,ENSG00000079459,chr8,11795573,11839309,0.175876810559052,0.231091189612931,,0.307711276606619,0.233856955069924,,0,""
ENSRNOG00000021719,TRNSCRPT,KIDNEY,8w_F1_M1,Slfn5,SLFN5,ENSG00000166750,chr17,35243036,35273655,0.195629441519558,0.250355092263575,,0.0981688975636143,0.0744785593081986,,0,""
ENSRNOG00000022711,TRNSCRPT,KIDNEY,8w_F-1_M-1,Slco4c1,SLCO4C1,ENSG00000173930,chr5,102233986,102296549,-0.360457765433351,-0.458237874856746,,-0.113862949078069,-0.0856482462208293,,0,""
ENSRNOG00000023686,TRNSCRPT,KIDNEY,8w_F1_M1,Upk3b,UPK3B,ENSG00000243566,chr7,76510428,76516521,2.16618370354301,2.74580366830982,,1.24494789302009,0.938609319650212,,0,""
ENSRNOG00000025154,TRNSCRPT,KIDNEY,8w_F1_M1,Snu13,SNU13,ENSG00000100138,chr22,41673930,41690504,0.750176647637745,0.998577108921175,,1.055605372962,0.805257671218858,,0,""
ENSRNOG00000026716,TRNSCRPT,KIDNEY,8w_F1_M1,Rpl9,RPL9,ENSG00000163682,chr4,39454124,39458586,0.0932416843181469,0.121294495407391,,0.150847103049662,0.114397423523333,,2,"IBD.EUR.Inflammatory_Bowel_Disease, UKB_2395_4_Hair_or_balding_pattern_Pattern_4"
ENSRNOG00000027152,TRNSCRPT,KIDNEY,8w_F-1_M-1,N4bp2,N4BP2,ENSG00000078177,chr4,40056826,40158252,-0.103192525790095,-0.135237958551189,,-0.138301568531673,-0.104996185555086,,2,"UKB_20022_Birth_weight, UKB_50_Standing_height"
ENSRNOG00000027191,TRNSCRPT,KIDNEY,8w_F-1_M-1,Birc6,BIRC6,ENSG00000115760,chr2,32357028,32618899,-0.0765231284821531,-0.101498996271614,,-0.152598617600814,-0.116298691178615,,0,""
ENSRNOG00000029134,TRNSCRPT,KIDNEY,8w_F-1_M-1,Adgrl1,ADGRL1,ENSG00000072071,chr19,14147743,14206187,-0.103376288214568,-0.136052568058133,,-0.15842122459576,-0.12045744631338,,0,""
ENSRNOG00000029195,TRNSCRPT,KIDNEY,8w_F1_M1,Uba7,UBA7,ENSG00000182179,chr3,49805207,49813946,0.286920963665003,0.373827487365956,,0.237045300000952,0.180181648882035,,0,""
ENSRNOG00000029512,TRNSCRPT,KIDNEY,8w_F1_M1,LOC100361854,RPS26,ENSG00000197728,chr12,56041853,56044675,0.18462080944144,0.227865287993933,,0.140458828028784,0.102607444253818,,14,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_Lymphocyte_counts, Astle_et_al_2016_Sum_eosinophil_basophil_counts, RA_OKADA_TRANS_ETHNIC, SSGAC_Education_Years_Pooled, TAGC_Asthma_EUR, UKB_20002_1065_self_reported_hypertension, UKB_20002_1111_self_reported_asthma, UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema, UKB_20016_Fluid_intelligence_score, UKB_20022_Birth_weight, UKB_21001_Body_mass_index_BMI, UKB_6152_8_diagnosed_by_doctor_Asthma, UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema"
ENSRNOG00000031506,TRNSCRPT,KIDNEY,8w_F1_M1,Ftl1,FTL,ENSG00000087086,chr19,48965301,48966878,0.108219241457051,0.138761606860223,,0.0921320627528007,0.0689492981952698,,0,""
ENSRNOG00000031833,TRNSCRPT,KIDNEY,8w_F-1_M-1,Sult1c2a,SULT1C2,ENSG00000198203,chr2,108288639,108309915,-0.222530379722527,-0.291850812766245,,-0.171904413781172,-0.129886417639458,,0,""
ENSRNOG00000033195,TRNSCRPT,KIDNEY,8w_F-1_M-1,A1cf,A1CF,ENSG00000148584,chr10,50799409,50885675,-0.238666290021066,-0.283013084352606,,-0.11659702876053,-0.0866304367675922,,1,UKB_20022_Birth_weight
ENSRNOG00000034116,TRNSCRPT,KIDNEY,8w_F-1_M-1,Gk,GK,ENSG00000198814,chrX,30653359,30731456,-0.264223468881473,-0.334299442112069,,-0.125552472628599,-0.0935497235874528,,0,""
ENSRNOG00000036760,TRNSCRPT,KIDNEY,8w_F-1_M-1,Tmc5,TMC5,ENSG00000103534,chr16,19410496,19499113,-0.733760179390343,-0.9073798577249,,-0.316523122064414,-0.235599588577577,,0,""
ENSRNOG00000037113,TRNSCRPT,KIDNEY,8w_F1_M1,Slfn2,SLFN12L,ENSG00000205045,chr17,35473689,35537861,0.275351652503199,0.351609247141855,,0.298927704406022,0.222514574772169,,3,"Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Platelet_count, Astle_et_al_2016_Reticulocyte_count"
ENSRNOG00000037607,TRNSCRPT,KIDNEY,8w_F1_M1,Rplp2,RPLP2,ENSG00000177600,chr11,809754,812880,0.20211366733761,0.267990995770672,,0.179169687777091,0.136138257430579,,0,""
ENSRNOG00000042111,TRNSCRPT,KIDNEY,8w_F-1_M-1,Sult1c2a,SULT1C2,ENSG00000198203,chr2,108288639,108309915,-0.24614585050332,-0.322822738261658,,-0.134035173885027,-0.101273423937616,,0,""
ENSRNOG00000042233,TRNSCRPT,KIDNEY,8w_F1_M1,Rpl41,RPL41,ENSG00000229117,chr12,56116586,56117943,0.121782218559243,0.160782283953296,,0.134143041769488,0.101826753779615,,1,RA_OKADA_TRANS_ETHNIC
ENSRNOG00000042499,TRNSCRPT,KIDNEY,8w_F1_M1,Tmsb10,TMSB10,ENSG00000034510,chr2,84905625,84906662,0.291301272426973,0.382418994439179,,0.247407832040991,0.188173046203687,,0,""
ENSRNOG00000042860,TRNSCRPT,KIDNEY,8w_F-1_M-1,Pappa2,PAPPA2,ENSG00000116183,chr1,176463171,176845605,-0.327213402665333,-0.356312866292343,,-0.227613566739659,-0.160889511430242,,1,UKB_50_Standing_height
ENSRNOG00000042886,TRNSCRPT,KIDNEY,8w_F1_M1,Rps28,RPS28,ENSG00000233927,chr19,8321500,8323314,0.115545829966305,0.153059066615915,,0.230066532001546,0.174853104602823,,1,UKB_20022_Birth_weight
ENSRNOG00000043465,TRNSCRPT,KIDNEY,8w_F-1_M-1,Arc,ARC,ENSG00000198576,chr8,142611044,142614472,-0.310598944756797,-0.35070751894672,,-0.713907001066364,-0.523210505688284,,1,UKB_1200_Sleeplessness_or_insomnia
ENSRNOG00000046361,TRNSCRPT,KIDNEY,8w_F1_M1,Hoxa7,HOXA7,ENSG00000122592,chr7,27155967,27157936,0.188092300520299,0.248286269707653,,0.0959337635882032,0.0730590928954053,,0,""
ENSRNOG00000046414,TRNSCRPT,KIDNEY,8w_F-1_M-1,Vwa5a,VWA5A,ENSG00000110002,chr11,124115362,124147721,-0.0976240935784954,-0.129106002923748,,-0.110672317896723,-0.0840796854189838,,0,""
ENSRNOG00000047134,TRNSCRPT,KIDNEY,8w_F1_M1,Gtf2f1,GTF2F1,ENSG00000125651,chr19,6379569,6393981,0.17404560370767,0.231194639094641,,0.0646264442527694,0.0492672084683661,,0,""
ENSRNOG00000049937,TRNSCRPT,KIDNEY,8w_F-1_M-1,Pdxk,PDXK,ENSG00000160209,chr21,43719094,43762307,-0.21738719489903,-0.286462665298093,,-0.34709687094058,-0.263799259299304,,0,""
ENSRNOG00000050325,TRNSCRPT,KIDNEY,8w_F-1_M-1,Adgre4,ADGRE4P,ENSG00000268758,chr19,6952500,6997872,-0.741751476854453,-0.906745826450695,,-0.236900930233011,-0.174789190433072,,0,""
ENSRNOG00000050843,TRNSCRPT,KIDNEY,8w_F-1_M-1,Mmut,MMUT,ENSG00000146085,chr6,49430360,49463191,-0.125210084853123,-0.16465392097217,,-0.0498328083945929,-0.037886657431329,,0,""
ENSRNOG00000054626,TRNSCRPT,KIDNEY,8w_F1_M1,Rps8,RPS8,ENSG00000142937,chr1,44775251,44778779,0.0846971676443253,0.112271911995362,,0.120958839874225,0.0920195186742243,,0,""
ENSRNOG00000055721,TRNSCRPT,KIDNEY,8w_F-1_M-1,Rnf128,RNF128,ENSG00000133135,chrX,106693794,106796993,-0.0892290742776547,-0.114082375744468,,-0.0596858224305351,-0.0451819601365436,,0,""
ENSRNOG00000058006,TRNSCRPT,KIDNEY,8w_F1_M1,Sncg,SNCG,ENSG00000173267,chr10,86958618,86963260,0.379243465674562,0.476470557596374,,0.480130243709205,0.361711057113466,,0,""
ENSRNOG00000058271,TRNSCRPT,KIDNEY,8w_F-1_M-1,Chpt1,CHPT1,ENSG00000111666,chr12,101696947,101744140,-0.15877530860548,-0.209028700252688,,-0.077563950927717,-0.0589264386871329,,0,""
ENSRNOG00000061121,TRNSCRPT,KIDNEY,8w_F-1_M-1,Wdfy3,WDFY3,ENSG00000163625,chr4,84669610,84966391,-0.100964444914544,-0.134227165367842,,-0.128256396470196,-0.0978602447551039,,0,""
ENSRNOG00000061237,TRNSCRPT,KIDNEY,8w_F-1_M-1,Dio1,DIO1,ENSG00000211452,chr1,53891239,53911086,-0.337784241992212,-0.389723950272903,,-0.0834687640621563,-0.0613614336302638,,0,""
ENSRNOG00000062298,TRNSCRPT,KIDNEY,8w_F1_M1,Rpl13a,RPL13A,ENSG00000142541,chr19,49487554,49492308,0.100681840502517,0.133627499257675,,0.134334888599917,0.10215162027801,,0,""
ENSRNOG00000000443,TRNSCRPT,LIVER,8w_F1_M1,C4a,C4A,ENSG00000244207,chr6,31982024,32002681,0.365781763204935,0.774419401687766,,0.257084566677554,0.40989161505025,,0,""
ENSRNOG00000000902,TRNSCRPT,LIVER,8w_F-1_M-1,Hsph1,HSPH1,ENSG00000120694,chr13,31134974,31162388,-0.719180585773642,-1.503176461362,,-0.282437516238874,-0.444847888967841,,0,""
ENSRNOG00000001383,TRNSCRPT,LIVER,8w_F1_M1,Slc8b1,SLC8B1,ENSG00000089060,chr12,113298759,113359493,0.1593392271448,0.422678943433789,,0.289195306967469,0.519997880143695,,0,""
ENSRNOG00000001516,TRNSCRPT,LIVER,8w_F1_M1,Rapgef4,RAPGEF4,ENSG00000091428,chr2,172735274,173052893,0.218075632970258,0.537695693378908,,0.33432366421323,0.559394081283319,,0,""
ENSRNOG00000001642,TRNSCRPT,LIVER,8w_F1_M1,Tbc1d23,TBC1D23,ENSG00000036054,chr3,100261000,100325251,0.288865113901232,0.793519724743219,,0.224876691380801,0.409154124399339,,0,""
ENSRNOG00000001973,TRNSCRPT,LIVER,8w_F1_M1,Ugt2a3,UGT2A3,ENSG00000135220,chr4,68928463,68951791,0.959602248459349,1.78832390202758,,0.342306930674995,0.488387891803623,,2,"UKB_20002_1065_self_reported_hypertension, UKB_20022_Birth_weight"
ENSRNOG00000002089,TRNSCRPT,LIVER,8w_F1_M1,Ccng2,CCNG2,ENSG00000138764,chr4,77157151,77433388,0.296386108633973,0.69063181338711,,0.187535250537579,0.311527554838751,,0,""
ENSRNOG00000002826,TRNSCRPT,LIVER,8w_F1_M1,Hsd17b7,HSD17B7,ENSG00000132196,chr1,162790702,162812817,0.536784150628054,1.01096849658808,,0.148319594523893,0.232011501580725,,0,""
ENSRNOG00000002935,TRNSCRPT,LIVER,8w_F-1_M-1,Ankrd40,ANKRD40,ENSG00000154945,chr17,50693190,50707924,-0.232682645238594,-0.628010121637337,,-0.237853110639863,-0.428742889682305,,0,""
ENSRNOG00000003330,TRNSCRPT,LIVER,8w_F1_M1,Acsf2,ACSF2,ENSG00000167107,chr17,50426158,50474845,0.725304728204946,1.70747008390073,,0.403995169193002,0.68288074851836,,0,""
ENSRNOG00000003703,TRNSCRPT,LIVER,8w_F-1_M-1,Mcm6,MCM6,ENSG00000076003,chr2,135839626,135876426,-0.504274872193525,-1.16109267705105,,-0.742431926100528,-1.25282500157045,,4,"GLGC_Mc_LDL, UKB_1160_Sleep_duration, UKB_21001_Body_mass_index_BMI, UKB_23099_Body_fat_percentage"
ENSRNOG00000004172,TRNSCRPT,LIVER,8w_F1_M1,Pdk2,PDK2,ENSG00000005882,chr17,50094737,50110039,0.294291740088016,0.750208690182888,,0.172830886757672,0.304323668066291,,0,""
ENSRNOG00000004292,TRNSCRPT,LIVER,8w_F1_M1,Sptssa,SPTSSA,ENSG00000165389,chr14,34432789,34462356,0.278802010706203,0.637224813326116,,0.177150811769931,0.300167195823811,,0,""
ENSRNOG00000004502,TRNSCRPT,LIVER,8w_F1_M1,Hal,HAL,ENSG00000084110,chr12,95972662,95996365,0.268009750047845,0.526390938915921,,0.30472585231715,0.455304427319427,,0,""
ENSRNOG00000004626,TRNSCRPT,LIVER,8w_F-1_M-1,Slc34a2,SLC34A2,ENSG00000157765,chr4,25655301,25678748,-1.36376753169584,-2.52076042915434,,-1.09224671915309,-1.58268743863962,,0,""
ENSRNOG00000005420,TRNSCRPT,LIVER,8w_F1_M1,Abcg8,ABCG8,ENSG00000143921,chr2,43838964,43878466,0.548089083844885,1.21979183349797,,2.34290159589991,4.00250918842812,,5,"CARDIoGRAM_C4D_CAD_ADDITIVE, GLGC_Mc_LDL, MAGNETIC_IDL.TG, MAGNETIC_LDL.C, UKB_20002_1473_self_reported_high_cholesterol"
ENSRNOG00000006444,TRNSCRPT,LIVER,8w_F-1_M-1,Fkbp4,FKBP4,ENSG00000004478,chr12,2794953,2805423,-0.529755371046821,-1.31098160550879,,-0.137124664947127,-0.234517611712088,,0,""
ENSRNOG00000006779,TRNSCRPT,LIVER,8w_F-1_M-1,Crot,CROT,ENSG00000005469,chr7,87345681,87399795,-0.731794105203142,-1.80479031107302,,-0.584445801395344,-0.989187881738049,,0,""
ENSRNOG00000008079,TRNSCRPT,LIVER,8w_F1_M1,Ugp2,UGP2,ENSG00000169764,chr2,63840940,63891562,0.590871024601864,1.50771730584743,,0.224487398731423,0.391484219137982,,1,UKB_2395_4_Hair_or_balding_pattern_Pattern_4
ENSRNOG00000008543,TRNSCRPT,LIVER,8w_F1_M1,Pdlim2,PDLIM2,ENSG00000120913,chr8,22578279,22598025,0.804513080894179,2.02588913713667,,0.497783198855312,0.877776644658696,,0,""
ENSRNOG00000008615,TRNSCRPT,LIVER,8w_F-1_M-1,Mal2,MAL2,ENSG00000147676,chr8,119165034,119245673,-0.218449529209519,-0.567906211904321,,-0.227260693257898,-0.401290465840946,,0,""
ENSRNOG00000008781,TRNSCRPT,LIVER,8w_F1_M1,Erg28,ERG28,ENSG00000133935,chr14,75649791,75661189,0.235553524840493,0.517049406395969,,0.19595742540781,0.322918543738257,,3,"Astle_et_al_2016_Platelet_count, GIANT_HEIGHT, UKB_50_Standing_height"
ENSRNOG00000009438,TRNSCRPT,LIVER,8w_F-1_M-1,Serpina6,SERPINA6,ENSG00000170099,chr14,94304248,94323394,-0.3457955647209,-0.849030005772782,,-0.296687058600918,-0.513408337151571,,1,Astle_et_al_2016_Platelet_count
ENSRNOG00000009629,TRNSCRPT,LIVER,8w_F1_M1,Car2,CA2,ENSG00000104267,chr8,85463852,85481493,1.01137589462207,2.41556637045736,,0.25507300497897,0.429286459988136,,2,"Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Reticulocyte_count"
ENSRNOG00000010298,TRNSCRPT,LIVER,8w_F1_M1,Xbp1,XBP1,ENSG00000100219,chr22,28794555,28800597,0.427841502653902,1.08042766725661,,0.557849636139177,0.993674156117844,,2,"BCAC_ER_negative_BreastCancer_EUR, BCAC_Overall_BreastCancer_EUR"
ENSRNOG00000010716,TRNSCRPT,LIVER,8w_F-1_M-1,Atoh8,ATOH8,ENSG00000168874,chr2,85751344,85788066,-0.384133312914162,-0.714481198222993,,-0.544494766386245,-0.83448008992064,,0,""
ENSRNOG00000011181,TRNSCRPT,LIVER,8w_F1_M1,Cpa3,CPA3,ENSG00000163751,chr3,148865256,148897196,2.29836796148475,3.64159428836777,,1.00327723064003,1.381804142976,,0,""
ENSRNOG00000012142,TRNSCRPT,LIVER,8w_F1_M1,Glyat,GLYAT,ENSG00000149124,chr11,58640426,58731974,0.196501116305367,0.352869304499738,,0.268159306714592,0.386147177279625,,0,""
ENSRNOG00000012640,TRNSCRPT,LIVER,8w_F1_M1,Dpp7,DPP7,ENSG00000176978,chr9,137110542,137115177,0.614851819995802,1.62175482181307,,0.224141563573501,0.398940212987984,,0,""
ENSRNOG00000013009,TRNSCRPT,LIVER,8w_F-1_M-1,Ldha,LDHA,ENSG00000134333,chr11,18394388,18408425,-0.453675428708866,-1.16622050582703,,-0.139555948166225,-0.247757639207848,,1,Astle_et_al_2016_Red_blood_cell_count
ENSRNOG00000013092,TRNSCRPT,LIVER,8w_F-1_M-1,Lonrf3,LONRF3,ENSG00000175556,chrX,118974614,119018355,-0.637946564096303,-1.5207715528088,,-0.835096790734806,-1.40536289612971,,0,""
ENSRNOG00000013950,TRNSCRPT,LIVER,8w_F1_M1,Aadac,AADAC,ENSG00000114771,chr3,151814037,151828488,0.330491764581292,0.719055796169238,,0.164942335468873,0.25068488748238,,1,BCAC_ER_positive_BreastCancer_EUR
ENSRNOG00000014117,TRNSCRPT,LIVER,8w_F1_M1,Hmox1,HMOX1,ENSG00000100292,chr22,35380361,35394214,0.566784068712046,1.14324474734593,1.14324874872355,0.142127042553146,0.220150945704288,0.220151716236643,0,""
ENSRNOG00000014532,TRNSCRPT,LIVER,8w_F-1_M-1,Lbp,LBP,ENSG00000129988,chr20,38346356,38377023,-0.428134117089841,-1.04334494902037,,-0.23918523388303,-0.409830569702837,,1,Astle_et_al_2016_Sum_eosinophil_basophil_counts
ENSRNOG00000014739,TRNSCRPT,LIVER,8w_F-1_M-1,Wfdc2,WFDC2,ENSG00000101443,chr20,45469706,45481532,-0.381039345358092,-0.498644849361794,,-0.455676223911915,-0.519514289495226,,1,UKB_20002_1154_self_reported_irritable_bowel_syndrome
ENSRNOG00000014844,TRNSCRPT,LIVER,8w_F-1_M-1,Kif21a,KIF21A,ENSG00000139116,chr12,39293229,39443390,-0.435095664625207,-1.13490754855151,,-0.12571938408869,-0.222093725953684,,0,""
ENSRNOG00000014900,TRNSCRPT,LIVER,8w_F1_M1,Crem,CREM,ENSG00000095794,chr10,35126791,35212958,0.305487079836426,0.778121250911875,,0.256789614175563,0.449921966060555,,1,UKB_20016_Fluid_intelligence_score
ENSRNOG00000015072,TRNSCRPT,LIVER,8w_F1_M1,Ptgr1,PTGR1,ENSG00000106853,chr9,111549722,111599855,0.0765843304338989,0.174003512693361,,0.212175951301525,0.350240256174655,,0,""
ENSRNOG00000015149,TRNSCRPT,LIVER,8w_F-1_M-1,Nrg4,NRG4,ENSG00000169752,chr15,75942511,76059795,-0.269520564480821,-0.646540600411131,,-0.637904065519827,-1.09709230025307,,2,"Astle_et_al_2016_Red_blood_cell_count, UKB_50_Standing_height"
ENSRNOG00000016437,TRNSCRPT,LIVER,8w_F-1_M-1,Tm4sf4,TM4SF4,ENSG00000169903,chr3,149473974,149503281,-0.383307082850583,-0.938416557507045,,-0.0829634681539994,-0.140900418784433,,1,UKB_1807_Fathers_age_at_death
ENSRNOG00000016807,TRNSCRPT,LIVER,8w_F-1_M-1,Oat,OAT,ENSG00000065154,chr10,124397303,124418976,-0.46573456219766,-0.895288362137564,,-0.188712362501589,-0.268697023989319,,0,""
ENSRNOG00000017188,TRNSCRPT,LIVER,8w_F1_M1,Cyp27a1,CYP27A1,ENSG00000135929,chr2,218781756,218815293,0.0617521672672524,0.159519981377015,,0.108301979481917,0.18754296120952,,8,"Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Platelet_count, Astle_et_al_2016_Red_blood_cell_count, Astle_et_al_2016_Reticulocyte_count, GIANT_2015_BMI_EUR, GIANT_HEIGHT, UKB_21001_Body_mass_index_BMI, UKB_50_Standing_height"
ENSRNOG00000017506,TRNSCRPT,LIVER,8w_F-1_M-1,Cltb,CLTB,ENSG00000175416,chr5,176392455,176416569,-0.303026765513641,-0.834786064272066,,-0.205059761125452,-0.372516828360704,,0,""
ENSRNOG00000017955,TRNSCRPT,LIVER,8w_F-1_M-1,Nudt8,NUDT8,ENSG00000167799,chr11,67627938,67629930,-0.32985381910582,-0.659169114270152,,-0.0959508720022242,-0.146864596942634,,2,"UKB_23099_Body_fat_percentage, UKB_50_Standing_height"
ENSRNOG00000018445,TRNSCRPT,LIVER,8w_F-1_M-1,Agt,AGT,ENSG00000135744,chr1,230702523,230714297,-0.192082508398071,-0.427729250076339,,-0.143740654487575,-0.226559960946323,,0,""
