assay	feature_ID	ensembl_gene	entrez_gene	gene_symbol	human_gene_symbol	human_ensembl_gene
transcript-rna-seq	ENSRNOG00000035647	ENSRNOG00000035647	100314192	Mir144	MIR144	ENSG00000283819
transcript-rna-seq	ENSRNOG00000035648	ENSRNOG00000035648	100314054	Mir211	MIR211	ENSG00000207702
transcript-rna-seq	ENSRNOG00000035649	ENSRNOG00000035649	100314233	Mir92a1	MIR92A1	ENSG00000283705
transcript-rna-seq	ENSRNOG00000035650	ENSRNOG00000035650	100526567	Mir3548	MIR200A	ENSG00000207607
transcript-rna-seq	ENSRNOG00000035651	ENSRNOG00000035651	100526597	Mir3582		
transcript-rna-seq	ENSRNOG00000035652	ENSRNOG00000035652	100314102	Mir188	MIR188	ENSG00000207768
transcript-rna-seq	ENSRNOG00000035653	ENSRNOG00000035653	100314058	Mir219a1		
transcript-rna-seq	ENSRNOG00000035654	ENSRNOG00000035654	100314189	Mir99b	MIR99B	ENSG00000207550
transcript-rna-seq	ENSRNOG00000035655	ENSRNOG00000035655	100314252	Mir365b	MIR365B	ENSG00000283978
transcript-rna-seq	ENSRNOG00000035656	ENSRNOG00000035656	100314018	Mir98	MIR98	ENSG00000271886
transcript-rna-seq	ENSRNOG00000035657	ENSRNOG00000035657	100313998	Mir17	MIR17	ENSG00000284536
transcript-rna-seq	ENSRNOG00000035658	ENSRNOG00000035658	100526630	Mir193a	MIR193A	ENSG00000207614
transcript-rna-seq	ENSRNOG00000035686	ENSRNOG00000035686				
transcript-rna-seq	ENSRNOG00000035837	ENSRNOG00000035837				
transcript-rna-seq	ENSRNOG00000035854	ENSRNOG00000035854				
transcript-rna-seq	ENSRNOG00000035926	ENSRNOG00000035926				
transcript-rna-seq	ENSRNOG00000035957	ENSRNOG00000035957				
transcript-rna-seq	ENSRNOG00000035961	ENSRNOG00000035961				
transcript-rna-seq	ENSRNOG00000035975	ENSRNOG00000035975				
transcript-rna-seq	ENSRNOG00000036044	ENSRNOG00000036044				
transcript-rna-seq	ENSRNOG00000036071	ENSRNOG00000036071				
transcript-rna-seq	ENSRNOG00000036145	ENSRNOG00000036145				
transcript-rna-seq	ENSRNOG00000036163	ENSRNOG00000036163				
transcript-rna-seq	ENSRNOG00000036194	ENSRNOG00000036194				
transcript-rna-seq	ENSRNOG00000036200	ENSRNOG00000036200				
transcript-rna-seq	ENSRNOG00000036241	ENSRNOG00000036241	100314074	Mir215		
transcript-rna-seq	ENSRNOG00000036243	ENSRNOG00000036243	100314081	Mir493		
transcript-rna-seq	ENSRNOG00000036244	ENSRNOG00000036244	100314082	Mir494	MIR494	ENSG00000194717
transcript-rna-seq	ENSRNOG00000036245	ENSRNOG00000036245	100314265	Mir532	MIR532	ENSG00000207758
transcript-rna-seq	ENSRNOG00000036246	ENSRNOG00000036246	100314198	Mir483		
transcript-rna-seq	ENSRNOG00000036249	ENSRNOG00000036249	100314086	Mir485		
transcript-rna-seq	ENSRNOG00000036251	ENSRNOG00000036251	100314063	Mir297		
transcript-rna-seq	ENSRNOG00000036258	ENSRNOG00000036258	100314070	Mir451a	MIR451A	ENSG00000284565
transcript-rna-seq	ENSRNOG00000036260	ENSRNOG00000036260	100314259	Mir497	MIR497	ENSG00000284027
transcript-rna-seq	ENSRNOG00000036262	ENSRNOG00000036262	100314112	Mir500	MIR502	ENSG00000272080
transcript-rna-seq	ENSRNOG00000036263	ENSRNOG00000036263	100314111	Mir495		
transcript-rna-seq	ENSRNOG00000036264	ENSRNOG00000036264	100314110	Mir471		
transcript-rna-seq	ENSRNOG00000036265	ENSRNOG00000036265	100314120	Mir488	MIR488	ENSG00000202609
transcript-rna-seq	ENSRNOG00000036266	ENSRNOG00000036266	100314205	Mir455	MIR455	ENSG00000207726
transcript-rna-seq	ENSRNOG00000036267	ENSRNOG00000036267	100313979	Mir341		
transcript-rna-seq	ENSRNOG00000036268	ENSRNOG00000036268	100314269	Mir362		
transcript-rna-seq	ENSRNOG00000036269	ENSRNOG00000036269	100526605	Mir3589		
transcript-rna-seq	ENSRNOG00000036271	ENSRNOG00000036271	100314071	Mir489	MIR489	ENSG00000207656
transcript-rna-seq	ENSRNOG00000036272	ENSRNOG00000036272	100314208	Mir490	MIR490	ENSG00000207597
transcript-rna-seq	ENSRNOG00000036273	ENSRNOG00000036273	100314169	Mir363	MIR363	ENSG00000284499
transcript-rna-seq	ENSRNOG00000036287	ENSRNOG00000036287				
transcript-rna-seq	ENSRNOG00000036288	ENSRNOG00000036288				
transcript-rna-seq	ENSRNOG00000036293	ENSRNOG00000036293				
transcript-rna-seq	ENSRNOG00000036296	ENSRNOG00000036296				
transcript-rna-seq	ENSRNOG00000036300	ENSRNOG00000036300				
transcript-rna-seq	ENSRNOG00000036301	ENSRNOG00000036301				
transcript-rna-seq	ENSRNOG00000036303	ENSRNOG00000036303	100314183	Mir343		
transcript-rna-seq	ENSRNOG00000036304	ENSRNOG00000036304				
transcript-rna-seq	ENSRNOG00000036310	ENSRNOG00000036310				
transcript-rna-seq	ENSRNOG00000036318	ENSRNOG00000036318				
transcript-rna-seq	ENSRNOG00000036327	ENSRNOG00000036327				
transcript-rna-seq	ENSRNOG00000036328	ENSRNOG00000036328				
transcript-rna-seq	ENSRNOG00000036332	ENSRNOG00000036332				
transcript-rna-seq	ENSRNOG00000036334	ENSRNOG00000036334				
transcript-rna-seq	ENSRNOG00000036337	ENSRNOG00000036337				
transcript-rna-seq	ENSRNOG00000036338	ENSRNOG00000036338	100526603	Mir702		
transcript-rna-seq	ENSRNOG00000036339	ENSRNOG00000036339				
transcript-rna-seq	ENSRNOG00000036362	ENSRNOG00000036362				
transcript-rna-seq	ENSRNOG00000036364	ENSRNOG00000036364	100314245	Mir199a2	MIR199A2	ENSG00000208024
transcript-rna-seq	ENSRNOG00000036366	ENSRNOG00000036366				
transcript-rna-seq	ENSRNOG00000036368	ENSRNOG00000036368				
transcript-rna-seq	ENSRNOG00000036370	ENSRNOG00000036370				
transcript-rna-seq	ENSRNOG00000036371	ENSRNOG00000036371	100526583	Mir216b	MIR216B	ENSG00000211520
transcript-rna-seq	ENSRNOG00000036373	ENSRNOG00000036373				
transcript-rna-seq	ENSRNOG00000036375	ENSRNOG00000036375				
transcript-rna-seq	ENSRNOG00000036377	ENSRNOG00000036377				
transcript-rna-seq	ENSRNOG00000036381	ENSRNOG00000036381				
transcript-rna-seq	ENSRNOG00000036382	ENSRNOG00000036382				
transcript-rna-seq	ENSRNOG00000036384	ENSRNOG00000036384				
transcript-rna-seq	ENSRNOG00000036386	ENSRNOG00000036386				
transcript-rna-seq	ENSRNOG00000036388	ENSRNOG00000036388				
transcript-rna-seq	ENSRNOG00000036397	ENSRNOG00000036397				
transcript-rna-seq	ENSRNOG00000036399	ENSRNOG00000036399				
transcript-rna-seq	ENSRNOG00000036402	ENSRNOG00000036402				
transcript-rna-seq	ENSRNOG00000036404	ENSRNOG00000036404				
transcript-rna-seq	ENSRNOG00000036405	ENSRNOG00000036405				
transcript-rna-seq	ENSRNOG00000036406	ENSRNOG00000036406				
transcript-rna-seq	ENSRNOG00000036410	ENSRNOG00000036410				
transcript-rna-seq	ENSRNOG00000036413	ENSRNOG00000036413	100314218	Mir328		
transcript-rna-seq	ENSRNOG00000036416	ENSRNOG00000036416	114483548	Mir709		
transcript-rna-seq	ENSRNOG00000036417	ENSRNOG00000036417	100314262	Mir181d		
transcript-rna-seq	ENSRNOG00000036418	ENSRNOG00000036418				
transcript-rna-seq	ENSRNOG00000036420	ENSRNOG00000036420				
transcript-rna-seq	ENSRNOG00000036421	ENSRNOG00000036421				
transcript-rna-seq	ENSRNOG00000036422	ENSRNOG00000036422				
transcript-rna-seq	ENSRNOG00000036423	ENSRNOG00000036423	100314119	Mir92b		
transcript-rna-seq	ENSRNOG00000036425	ENSRNOG00000036425				
transcript-rna-seq	ENSRNOG00000036429	ENSRNOG00000036429	100314268	Mir551b		
transcript-rna-seq	ENSRNOG00000036430	ENSRNOG00000036430				
transcript-rna-seq	ENSRNOG00000036432	ENSRNOG00000036432				
transcript-rna-seq	ENSRNOG00000036434	ENSRNOG00000036434			MIR449B	ENSG00000207728
transcript-rna-seq	ENSRNOG00000036435	ENSRNOG00000036435	100526629	Mir449c		
transcript-rna-seq	ENSRNOG00000036436	ENSRNOG00000036436				
transcript-rna-seq	ENSRNOG00000036439	ENSRNOG00000036439				
transcript-rna-seq	ENSRNOG00000036441	ENSRNOG00000036441	100314142	Mir678		
transcript-rna-seq	ENSRNOG00000036443	ENSRNOG00000036443	100314091	Mir499a		
transcript-rna-seq	ENSRNOG00000036445	ENSRNOG00000036445	100314100	Mir147	MIR147B	ENSG00000284386
transcript-rna-seq	ENSRNOG00000036451	ENSRNOG00000036451				
transcript-rna-seq	ENSRNOG00000036452	ENSRNOG00000036452				
transcript-rna-seq	ENSRNOG00000036453	ENSRNOG00000036453				
transcript-rna-seq	ENSRNOG00000036454	ENSRNOG00000036454				
transcript-rna-seq	ENSRNOG00000036459	ENSRNOG00000036459				
transcript-rna-seq	ENSRNOG00000036461	ENSRNOG00000036461	100314270	Mir592	MIR592	ENSG00000207692
transcript-rna-seq	ENSRNOG00000036462	ENSRNOG00000036462	100314179	Mir653	MIR653	ENSG00000208014
transcript-rna-seq	ENSRNOG00000036463	ENSRNOG00000036463				
transcript-rna-seq	ENSRNOG00000036470	ENSRNOG00000036470				
transcript-rna-seq	ENSRNOG00000036471	ENSRNOG00000036471				
transcript-rna-seq	ENSRNOG00000036473	ENSRNOG00000036473				
transcript-rna-seq	ENSRNOG00000036475	ENSRNOG00000036475				
transcript-rna-seq	ENSRNOG00000036481	ENSRNOG00000036481				
transcript-rna-seq	ENSRNOG00000036482	ENSRNOG00000036482				
transcript-rna-seq	ENSRNOG00000036483	ENSRNOG00000036483				
transcript-rna-seq	ENSRNOG00000036484	ENSRNOG00000036484				
transcript-rna-seq	ENSRNOG00000036485	ENSRNOG00000036485				
transcript-rna-seq	ENSRNOG00000036486	ENSRNOG00000036486	100314080	Mir541	MIR541	ENSG00000216179
transcript-rna-seq	ENSRNOG00000036487	ENSRNOG00000036487	100314128	Mir544	MIR544A	ENSG00000207587
transcript-rna-seq	ENSRNOG00000036488	ENSRNOG00000036488	100526591	Mir3576		
transcript-rna-seq	ENSRNOG00000036489	ENSRNOG00000036489	100314284	Mir487b	MIR487B	ENSG00000207754
transcript-rna-seq	ENSRNOG00000036490	ENSRNOG00000036490	100314200	Mir376b		
transcript-rna-seq	ENSRNOG00000036491	ENSRNOG00000036491	100314079	Mir543		
transcript-rna-seq	ENSRNOG00000036492	ENSRNOG00000036492				
transcript-rna-seq	ENSRNOG00000036493	ENSRNOG00000036493	100314239	Mir136	MIR136	ENSG00000207942
transcript-rna-seq	ENSRNOG00000036496	ENSRNOG00000036496	100314190	Mir127	MIR127	ENSG00000207608
transcript-rna-seq	ENSRNOG00000036497	ENSRNOG00000036497	100314197	Mir433	MIR433	ENSG00000207569
transcript-rna-seq	ENSRNOG00000036498	ENSRNOG00000036498	100314165	Mir431	MIR431	ENSG00000208001
transcript-rna-seq	ENSRNOG00000036499	ENSRNOG00000036499	100314255	Mir540		
transcript-rna-seq	ENSRNOG00000036500	ENSRNOG00000036500				
transcript-rna-seq	ENSRNOG00000036501	ENSRNOG00000036501				
transcript-rna-seq	ENSRNOG00000036502	ENSRNOG00000036502				
transcript-rna-seq	ENSRNOG00000036504	ENSRNOG00000036504				
transcript-rna-seq	ENSRNOG00000036511	ENSRNOG00000036511				
transcript-rna-seq	ENSRNOG00000036514	ENSRNOG00000036514	100314129	Mir615		
transcript-rna-seq	ENSRNOG00000036515	ENSRNOG00000036515				
transcript-rna-seq	ENSRNOG00000036516	ENSRNOG00000036516	100313983	Mir349		
transcript-rna-seq	ENSRNOG00000036519	ENSRNOG00000036519			MIR326	ENSG00000199090
transcript-rna-seq	ENSRNOG00000036522	ENSRNOG00000036522				
transcript-rna-seq	ENSRNOG00000036526	ENSRNOG00000036526				
transcript-rna-seq	ENSRNOG00000036530	ENSRNOG00000036530				
transcript-rna-seq	ENSRNOG00000036531	ENSRNOG00000036531	100314143	Mir711	MIR711	ENSG00000284251
transcript-rna-seq	ENSRNOG00000036543	ENSRNOG00000036543				
transcript-rna-seq	ENSRNOG00000036549	ENSRNOG00000036549				
transcript-rna-seq	ENSRNOG00000036558	ENSRNOG00000036558	100314201	Mir20b	MIR20B	ENSG00000284043
transcript-rna-seq	ENSRNOG00000036562	ENSRNOG00000036562	100314088	Mir374b	MIR374B	ENSG00000212027
transcript-rna-seq	ENSRNOG00000036563	ENSRNOG00000036563				
transcript-rna-seq	ENSRNOG00000036567	ENSRNOG00000036567	100526633	Mir3560		
transcript-rna-seq	ENSRNOG00000036568	ENSRNOG00000036568				
transcript-rna-seq	ENSRNOG00000036569	ENSRNOG00000036569				
transcript-rna-seq	ENSRNOG00000036571	ENSRNOG00000036571	171118	Ces2c	CES2	ENSG00000172831
transcript-rna-seq	ENSRNOG00000036571	ENSRNOG00000036571	100365112	LOC100365112	CES2	ENSG00000172831
transcript-rna-seq	ENSRNOG00000036571	ENSRNOG00000036571	100910040	LOC100910040	CES2	ENSG00000172831
transcript-rna-seq	ENSRNOG00000036571	ENSRNOG00000036571	100910144	Ces2	CES2	ENSG00000172831
transcript-rna-seq	ENSRNOG00000036571	ENSRNOG00000036571	108348093	LOC108348093	CES2	ENSG00000172831
transcript-rna-seq	ENSRNOG00000036572	ENSRNOG00000036572	361778	Sfxn4	SFXN4	ENSG00000183605
transcript-rna-seq	ENSRNOG00000036576	ENSRNOG00000036576	361771	Zdhhc6	ZDHHC6	ENSG00000023041
transcript-rna-seq	ENSRNOG00000036585	ENSRNOG00000036585	365476	Cfap43	CFAP43	ENSG00000197748
transcript-rna-seq	ENSRNOG00000036588	ENSRNOG00000036588				
transcript-rna-seq	ENSRNOG00000036592	ENSRNOG00000036592	309478	Zfp518a	ZNF518A	ENSG00000177853
transcript-rna-seq	ENSRNOG00000036598	ENSRNOG00000036598	685933	LOC685933	TBC1D12	ENSG00000108239
transcript-rna-seq	ENSRNOG00000036598	ENSRNOG00000036598	103689984	Tbc1d12	TBC1D12	ENSG00000108239
transcript-rna-seq	ENSRNOG00000036601	ENSRNOG00000036601	50556	Exoc6	EXOC6	ENSG00000138190
transcript-rna-seq	ENSRNOG00000036603	ENSRNOG00000036603	294090	Ifit1bl	IFIT1B	ENSG00000204010
transcript-rna-seq	ENSRNOG00000036604	ENSRNOG00000036604	294091	Ifit2	IFIT2	ENSG00000119922
transcript-rna-seq	ENSRNOG00000036608	ENSRNOG00000036608	293890	Mlana	MLANA	ENSG00000120215
transcript-rna-seq	ENSRNOG00000036615	ENSRNOG00000036615	499334	RGD1560242	C9orf135	ENSG00000204711
transcript-rna-seq	ENSRNOG00000036622	ENSRNOG00000036622	309227	Glyatl1		
transcript-rna-seq	ENSRNOG00000036624	ENSRNOG00000036624	690888	Oosp2	OOSP2	ENSG00000149507
transcript-rna-seq	ENSRNOG00000036625	ENSRNOG00000036625	293753	Ms4a3	MS4A3	ENSG00000149516
transcript-rna-seq	ENSRNOG00000036631	ENSRNOG00000036631	309212	Ptgdr2	PTGDR2	ENSG00000183134
transcript-rna-seq	ENSRNOG00000036633	ENSRNOG00000036633				
transcript-rna-seq	ENSRNOG00000036641	ENSRNOG00000036641	689065	LOC689065	C11orf86	ENSG00000173237
transcript-rna-seq	ENSRNOG00000036645	ENSRNOG00000036645	309104	Ifitm6	IFITM2	ENSG00000185201
transcript-rna-seq	ENSRNOG00000036645	ENSRNOG00000036645	309104	Ifitm6	IFITM1	ENSG00000185885
transcript-rna-seq	ENSRNOG00000036645	ENSRNOG00000036645	309104	Ifitm6	IFITM3	ENSG00000142089
transcript-rna-seq	ENSRNOG00000036647	ENSRNOG00000036647	293594	Olr292		
transcript-rna-seq	ENSRNOG00000036647	ENSRNOG00000036647	680907	LOC680907		
transcript-rna-seq	ENSRNOG00000036648	ENSRNOG00000036648	103691261	LOC103691261		
transcript-rna-seq	ENSRNOG00000036649	ENSRNOG00000036649	361671	Pwwp2b	PWWP2B	ENSG00000171813
transcript-rna-seq	ENSRNOG00000036653	ENSRNOG00000036653	100360071	Nps	NPS	ENSG00000214285
transcript-rna-seq	ENSRNOG00000036658	ENSRNOG00000036658	100361417	Tbcd	TBCD	ENSG00000141556
transcript-rna-seq	ENSRNOG00000036659	ENSRNOG00000036659	498034	Fn3k	FN3K	ENSG00000167363
transcript-rna-seq	ENSRNOG00000036660	ENSRNOG00000036660	303755	Fn3krp	FN3KRP	ENSG00000141560
transcript-rna-seq	ENSRNOG00000036661	ENSRNOG00000036661	303754	Rab40b	RAB40B	ENSG00000141542
transcript-rna-seq	ENSRNOG00000036662	ENSRNOG00000036662	360682	Wdr45b	WDR45B	ENSG00000141580
transcript-rna-seq	ENSRNOG00000036663	ENSRNOG00000036663	303753	Foxk2	FOXK2	ENSG00000141568
transcript-rna-seq	ENSRNOG00000036664	ENSRNOG00000036664	360681	Narf	NARF	ENSG00000141562
transcript-rna-seq	ENSRNOG00000036665	ENSRNOG00000036665			PGAM4	ENSG00000226784
transcript-rna-seq	ENSRNOG00000036666	ENSRNOG00000036666	619574	Cybc1	CYBC1	ENSG00000178927
transcript-rna-seq	ENSRNOG00000036667	ENSRNOG00000036667	100216475	Hexd	HEXD	ENSG00000169660
transcript-rna-seq	ENSRNOG00000036668	ENSRNOG00000036668	303749	Ogfod3	OGFOD3	ENSG00000181396
transcript-rna-seq	ENSRNOG00000036669	ENSRNOG00000036669	57305	Uts2r		
transcript-rna-seq	ENSRNOG00000036670	ENSRNOG00000036670	498033	Tex19.1	TEX19	ENSG00000182459
transcript-rna-seq	ENSRNOG00000036671	ENSRNOG00000036671	691099	Tex19.2	TEX19	ENSG00000182459
transcript-rna-seq	ENSRNOG00000036672	ENSRNOG00000036672	287885	Sectm1a	SECTM1	ENSG00000141574
transcript-rna-seq	ENSRNOG00000036673	ENSRNOG00000036673	287884	Sectm1b	SECTM1	ENSG00000141574
transcript-rna-seq	ENSRNOG00000036674	ENSRNOG00000036674	303747	Cd7	CD7	ENSG00000173762
transcript-rna-seq	ENSRNOG00000036675	ENSRNOG00000036675	361658	Btbd16	BTBD16	ENSG00000138152
transcript-rna-seq	ENSRNOG00000036676	ENSRNOG00000036676	64462	Csnk1d	CSNK1D	ENSG00000141551
transcript-rna-seq	ENSRNOG00000036677	ENSRNOG00000036677	80878	Slc16a3	SLC16A3	ENSG00000141526
transcript-rna-seq	ENSRNOG00000036678	ENSRNOG00000036678	691026	Aspscr1	ASPSCR1	ENSG00000169696
transcript-rna-seq	ENSRNOG00000036680	ENSRNOG00000036680	303743	Notum	NOTUM	ENSG00000185269
transcript-rna-seq	ENSRNOG00000036681	ENSRNOG00000036681	303744	Myadml2	MYADML2	ENSG00000185105
transcript-rna-seq	ENSRNOG00000036682	ENSRNOG00000036682	287877	Pycr1	PYCR1	ENSG00000183010
transcript-rna-seq	ENSRNOG00000036683	ENSRNOG00000036683	303745	Sirt7	SIRT7	ENSG00000187531
transcript-rna-seq	ENSRNOG00000036684	ENSRNOG00000036684	89841	Pcyt2	PCYT2	ENSG00000185813
transcript-rna-seq	ENSRNOG00000036685	ENSRNOG00000036685	259222	Npb	NPB	ENSG00000183979
transcript-rna-seq	ENSRNOG00000036686	ENSRNOG00000036686	498030	Anapc11		
transcript-rna-seq	ENSRNOG00000036687	ENSRNOG00000036687	690585	Alyref	ALYREF	ENSG00000183684
transcript-rna-seq	ENSRNOG00000036688	ENSRNOG00000036688	360678	Arhgdia	ARHGDIA	ENSG00000141522
transcript-rna-seq	ENSRNOG00000036689	ENSRNOG00000036689	25506	P4hb	P4HB	ENSG00000185624
transcript-rna-seq	ENSRNOG00000036690	ENSRNOG00000036690	287881	Ppp1r27	PPP1R27	ENSG00000182676
transcript-rna-seq	ENSRNOG00000036691	ENSRNOG00000036691	360677	Mcrip1	MCRIP1	ENSG00000225663
transcript-rna-seq	ENSRNOG00000036692	ENSRNOG00000036692	24953	Gcgr	GCGR	ENSG00000215644
transcript-rna-seq	ENSRNOG00000036693	ENSRNOG00000036693	170943	Slc25a10	AC139530.2	ENSG00000262660
transcript-rna-seq	ENSRNOG00000036693	ENSRNOG00000036693	170943	Slc25a10	SLC25A10	ENSG00000183048
transcript-rna-seq	ENSRNOG00000036695	ENSRNOG00000036695	303746	Mrpl12	MRPL12	ENSG00000262814
transcript-rna-seq	ENSRNOG00000036696	ENSRNOG00000036696	56084	Hgs	HGS	ENSG00000185359
transcript-rna-seq	ENSRNOG00000036697	ENSRNOG00000036697	64188	Mafg	MAFG	ENSG00000197063
transcript-rna-seq	ENSRNOG00000036698	ENSRNOG00000036698	140639	Nploc4	NPLOC4	ENSG00000182446
transcript-rna-seq	ENSRNOG00000036699	ENSRNOG00000036699	303742	Faap100	FAAP100	ENSG00000185504
transcript-rna-seq	ENSRNOG00000036700	ENSRNOG00000036700	303741	Fscn2	FSCN2	ENSG00000186765
transcript-rna-seq	ENSRNOG00000036701	ENSRNOG00000036701	287876	Actg1	ACTG1	ENSG00000184009
transcript-rna-seq	ENSRNOG00000036703	ENSRNOG00000036703	499271	Itgax	ITGAX	ENSG00000140678
transcript-rna-seq	ENSRNOG00000036711	ENSRNOG00000036711	24796	Spn	SPN	ENSG00000197471
transcript-rna-seq	ENSRNOG00000036713	ENSRNOG00000036713	499265	RGD1563217	C16orf92	ENSG00000167194
transcript-rna-seq	ENSRNOG00000036719	ENSRNOG00000036719	499957	Samd10	SAMD10	ENSG00000130590
transcript-rna-seq	ENSRNOG00000036726	ENSRNOG00000036726	690076	Cd300e	CD300E	ENSG00000186407
transcript-rna-seq	ENSRNOG00000036728	ENSRNOG00000036728	501738	Cd300lb	CD300LB	ENSG00000178789
transcript-rna-seq	ENSRNOG00000036742	ENSRNOG00000036742	293448	Uqcrc2	UQCRC2	ENSG00000140740
transcript-rna-seq	ENSRNOG00000036743	ENSRNOG00000036743	103691230	LOC103691230		
transcript-rna-seq	ENSRNOG00000036745	ENSRNOG00000036745	303634	Gna13	GNA13	ENSG00000120063
transcript-rna-seq	ENSRNOG00000036747	ENSRNOG00000036747				
transcript-rna-seq	ENSRNOG00000036758	ENSRNOG00000036758	100909537	Iqck	IQCK	ENSG00000174628
transcript-rna-seq	ENSRNOG00000036760	ENSRNOG00000036760	365360	Tmc5	TMC5	ENSG00000103534
transcript-rna-seq	ENSRNOG00000036762	ENSRNOG00000036762	499253	Itpripl2		
transcript-rna-seq	ENSRNOG00000036777	ENSRNOG00000036777	685201	Wfdc16		
transcript-rna-seq	ENSRNOG00000036782	ENSRNOG00000036782	192239	Svs3a	SEMG1	ENSG00000124233
transcript-rna-seq	ENSRNOG00000036782	ENSRNOG00000036782	192239	Svs3a	SEMG2	ENSG00000124157
transcript-rna-seq	ENSRNOG00000036782	ENSRNOG00000036782	296354	Svs3b	SEMG1	ENSG00000124233
transcript-rna-seq	ENSRNOG00000036782	ENSRNOG00000036782	296354	Svs3b	SEMG2	ENSG00000124157
transcript-rna-seq	ENSRNOG00000036784	ENSRNOG00000036784				
transcript-rna-seq	ENSRNOG00000036787	ENSRNOG00000036787	293398	Olr252	OR5P2	ENSG00000183303
transcript-rna-seq	ENSRNOG00000036794	ENSRNOG00000036794	498005	Asb16	ASB16	ENSG00000161664
transcript-rna-seq	ENSRNOG00000036796	ENSRNOG00000036796	498004	Cfap97d1	CFAP97D1	ENSG00000231256
transcript-rna-seq	ENSRNOG00000036798	ENSRNOG00000036798	498003	Dusp3		
transcript-rna-seq	ENSRNOG00000036802	ENSRNOG00000036802	362256	Snhg11		
transcript-rna-seq	ENSRNOG00000036807	ENSRNOG00000036807	499222	RGD1562433		
transcript-rna-seq	ENSRNOG00000036811	ENSRNOG00000036811	405908	Olr94		
transcript-rna-seq	ENSRNOG00000036813	ENSRNOG00000036813	679863	LOC679863	NDRG3	ENSG00000101079
transcript-rna-seq	ENSRNOG00000036814	ENSRNOG00000036814	29757	Atp6v0a1	ATP6V0A1	ENSG00000033627
transcript-rna-seq	ENSRNOG00000036816	ENSRNOG00000036816	362065	Wls	WLS	ENSG00000116729
transcript-rna-seq	ENSRNOG00000036817	ENSRNOG00000036817				
transcript-rna-seq	ENSRNOG00000036819	ENSRNOG00000036819	363681	Hspb9	HSPB9	ENSG00000260325
transcript-rna-seq	ENSRNOG00000036825	ENSRNOG00000036825	29229	Spt1		
transcript-rna-seq	ENSRNOG00000036826	ENSRNOG00000036826	25258	Glycam1		
transcript-rna-seq	ENSRNOG00000036827	ENSRNOG00000036827	58977	Ppp1r1a	PPP1R1A	ENSG00000135447
transcript-rna-seq	ENSRNOG00000036828	ENSRNOG00000036828	29691	Pde1b	PDE1B	ENSG00000123360
transcript-rna-seq	ENSRNOG00000036829	ENSRNOG00000036829	315348	Nckap1l	NCKAP1L	ENSG00000123338
transcript-rna-seq	ENSRNOG00000036830	ENSRNOG00000036830	500938	RGD1563200		
transcript-rna-seq	ENSRNOG00000036831	ENSRNOG00000036831	315347	Gtsf1	GTSF1	ENSG00000170627
transcript-rna-seq	ENSRNOG00000036833	ENSRNOG00000036833	685474	Zfp385a	ZNF385A	ENSG00000161642
transcript-rna-seq	ENSRNOG00000036834	ENSRNOG00000036834	688730	Gpr84	GPR84	ENSG00000139572
transcript-rna-seq	ENSRNOG00000036835	ENSRNOG00000036835	315345	Copz1	COPZ1	ENSG00000111481
transcript-rna-seq	ENSRNOG00000036836	ENSRNOG00000036836			RPL29	ENSG00000162244
transcript-rna-seq	ENSRNOG00000036837	ENSRNOG00000036837	366998	Nfe2	NFE2	ENSG00000123405
transcript-rna-seq	ENSRNOG00000036838	ENSRNOG00000036838	680454	Krtap31-1		
transcript-rna-seq	ENSRNOG00000036839	ENSRNOG00000036839	29578	Hnrnpa1	HNRNPA1	ENSG00000135486
transcript-rna-seq	ENSRNOG00000036841	ENSRNOG00000036841	300266	Cbx5	CBX5	ENSG00000094916
transcript-rna-seq	ENSRNOG00000036842	ENSRNOG00000036842	315344	Smug1	SMUG1	ENSG00000123415
transcript-rna-seq	ENSRNOG00000036852	ENSRNOG00000036852	363005	Pcbp2		
transcript-rna-seq	ENSRNOG00000036856	ENSRNOG00000036856				
transcript-rna-seq	ENSRNOG00000036859	ENSRNOG00000036859	499211	Gdpd5	GDPD5	ENSG00000158555
transcript-rna-seq	ENSRNOG00000036864	ENSRNOG00000036864	100911682	Actl10	ACTL10	ENSG00000182584
transcript-rna-seq	ENSRNOG00000036865	ENSRNOG00000036865	406226	Krt77	KRT77	ENSG00000189182
transcript-rna-seq	ENSRNOG00000036866	ENSRNOG00000036866	499210	Acer3	ACER3	ENSG00000078124
transcript-rna-seq	ENSRNOG00000036869	ENSRNOG00000036869	680723	Tmem88b	TMEM88B	ENSG00000205116
transcript-rna-seq	ENSRNOG00000036870	ENSRNOG00000036870	54303	Bpifa2f		
transcript-rna-seq	ENSRNOG00000036871	ENSRNOG00000036871	407761	Krt81		
transcript-rna-seq	ENSRNOG00000036872	ENSRNOG00000036872			SMIM41	ENSG00000284791
transcript-rna-seq	ENSRNOG00000036876	ENSRNOG00000036876	362678	Faap20		
transcript-rna-seq	ENSRNOG00000036877	ENSRNOG00000036877	499721	Clca4l		
transcript-rna-seq	ENSRNOG00000036880	ENSRNOG00000036880	497990	Arl5c	ARL5C	ENSG00000141748
transcript-rna-seq	ENSRNOG00000036882	ENSRNOG00000036882	360615	Fbxo47	FBXO47	ENSG00000204952
transcript-rna-seq	ENSRNOG00000036885	ENSRNOG00000036885	685116	Gbp3	GBP1	ENSG00000117228
transcript-rna-seq	ENSRNOG00000036888	ENSRNOG00000036888	691189	LOC691189	C17orf98	ENSG00000275489
