RAT_SYMBOL	NAME	RAT_GENE_RGD_ID	RAT_NCBI_GENE_ID	RAT_ENSEMBL_ID	RAT_UNIPROT_ID	RAT_OLD_SYMBOL	HUMAN_ORTHOLOG_SYMBOL	HUMAN_ORTHOLOG_RGD	HUMAN_ORTHOLOG_NCBI_GENE_ID	HUMAN_ORTHOLOG_ENSEMBL_ID	HUMAN_ORTHOLOG_SOURCE
Aplp1	amyloid beta precursor like protein 1	69257	502317	ENSRNOG00000020851	B1WBV6;F1LRS5;Q1P9T9	Aplp1_mapped;Aplp1_retired;LOC502317;RGD1561211	APLP1	736696	333	ENSG00000105290.13	HGNC
Hspe1	heat shock protein family E (Hsp10) member 1	2844	25462	ENSRNOG00000051624	A0A0G2JTG1;P26772;P97601	Cpn10;hsp10	HSPE1	733544	3336	ENSG00000115541.11	HGNC
Dnajb1	DnaJ heat shock protein family (Hsp40) member B1	1304725	361384	ENSRNOG00000021824	B0K030;D3ZUU5	LOC361384	DNAJB1	1312336	3337	ENSG00000132002.9	HGNC
Dnajc4	DnaJ heat shock protein family (Hsp40) member C4	1308693	361717	ENSRNOG00000043060	A0A0G2JTP0;Q5M867	LOC361717	DNAJC4	1318614	3338	ENSG00000110011.14	HGNC
Hspg2	heparan sulfate proteoglycan 2	621770	313641	NA	O08591	LOC313641;Per	HSPG2	1351428	3339	ENSG00000142798.20	RGD
Ppm1j	protein phosphatase, Mg2+/Mn2+ dependent, 1J	1359104	295341	ENSRNOG00000012481	A0A0H2UHJ9;Q641Y6	MGC95205	PPM1J	1603861	333926	ENSG00000155367.16	HGNC
Snai3	snail family transcriptional repressor 3	1309658	307919	ENSRNOG00000013586	D3ZYQ2	LOC307919	SNAI3	1320115	333929	ENSG00000185669.6	HGNC
Aplp2	amyloid beta precursor like protein 2	2128	64312	ENSRNOG00000047179	M0RBX7;M0RDX2;P15943	APLP-2;Apph;LOC100363366;LOC64312;WALPLP2	APLP2	731852	334	ENSG00000084234.18	RGD
Ndst1	N-deacetylase and N-sulfotransferase 1	69303	29633	ENSRNOG00000019014	Q02353	HSNST 1;Hsst;N-HSST 1;NDST-1	NDST1	733822	3340	ENSG00000070614.15	HGNC
Foxn2	forkhead box N2	1562291	301676	ENSRNOG00000040110	F1LZM0	LOC301676;RGD1562291	FOXN2	1343664	3344	ENSG00000170802.17	HGNC
Apoa1	apolipoprotein A1	2130	25081	ENSRNOG00000045679	P04639	apo-AI;apoA-I	APOA1	735962	335	ENSG00000118137.10	HGNC
Htr1a	5-hydroxytryptamine receptor 1A	2845	24473	ENSRNOG00000010254	G3V7B9;P19327	5-HT-1A;5-HT1A;5HT1A;RAT5HT1A	HTR1A	69020	3350	ENSG00000178394.5	HGNC
Htr1b	5-hydroxytryptamine receptor 1B	2846	25075	ENSRNOG00000013042	P28564	NA	HTR1B	731005	3351	ENSG00000135312.7	HGNC
Htr1d	5-hydroxytryptamine receptor 1D	2847	25323	ENSRNOG00000012038	P28565	5-HT-1D;5-HT1D;5HT1D	HTR1D	736440	3352	ENSG00000179546.5	HGNC
Htr1f	5-hydroxytryptamine receptor 1F	71083	60448	ENSRNOG00000000716	G3V626;P30940	5-HT-1F;5-HT1F;Htr1eb	HTR1F	734005	3355	ENSG00000179097.7	HGNC
Htr2a	5-hydroxytryptamine receptor 2A	61800	29595	ENSRNOG00000010063	P14842	5-HT-2;5-HT-2A;5-HT2A;5Ht-2	HTR2A	734107	3356	ENSG00000102468.11	HGNC
Htr2b	5-hydroxytryptamine receptor 2B	61801	29581	ENSRNOG00000017625	G3V8A0;P30994	5-HT-2B;5-HT-2F;5-HT2B	HTR2B	731795	3357	ENSG00000135914.6	HGNC
Htr2c	5-hydroxytryptamine receptor 2C	2848	25187	ENSRNOG00000030877	A0A0G2JY06;F1LPS1;P08909;Q62842	5-HT-1C;5-HT1C;5-HT2C;5-HTR2C;5HT-1C	HTR2C	736842	3358	ENSG00000147246.10	HGNC
Htr3a	5-hydroxytryptamine receptor 3A	61818	79246	ENSRNOG00000006595	P35563;Q62999	5-HT-3;5-HT3;5-HT3-A;5-HT3A;5-HT3R;5HT3;Htr3	HTR3A	731037	3359	ENSG00000166736.12	HGNC
Apoa2	apolipoprotein A2	2131	25649	ENSRNOG00000003500	P04638	APOAII;Apo-AII;ApoA-II	APOA2	737360	336	ENSG00000158874.11	HGNC
Htr4	5-hydroxytryptamine receptor 4	2850	25324	ENSRNOG00000019134	A0A0G2QC07;A0A140UHX7;C4WYH1;C4WYH2;C4WYH3;F1LM90;Q62758	5-HT-4	HTR4	736061	3360	ENSG00000164270.18	HGNC
Htr5a	5-hydroxytryptamine receptor 5A	2851	25689	ENSRNOG00000007066	P35364	5-HT-5A;5-HT5A;5HT5A;MR22;REC17	HTR5A	735325	3361	ENSG00000157219.5	HGNC
Htr6	5-hydroxytryptamine receptor 6	62044	64354	ENSRNOG00000049761	A0A0G2JYX7;P31388	5-HT-6;5-HT6;ST-B17	HTR6	733226	3362	ENSG00000158748.4	HGNC
Htr7	5-hydroxytryptamine receptor 7	71034	65032	ENSRNOG00000018827	A0A0G2K0E3;A0A0G2K5P0;A0A0H2UHQ4;P32305;P97842	5-HT-7;5-HT-X;5-HT7;5Ht7;GPRFO;LOC103694905	HTR7	1346949	3363	ENSG00000148680.16	HGNC
Htr7	5-hydroxytryptamine receptor 7	71034	65032	ENSRNOG00000055705	A0A0G2K0E3;A0A0G2K5P0;A0A0H2UHQ4;P32305;P97842	5-HT-7;5-HT-X;5-HT7;5Ht7;GPRFO;LOC103694905	HTR7	1346949	3363	ENSG00000148680.16	HGNC
Hus1	HUS1 checkpoint clamp component	1591976	498411	ENSRNOG00000005141	D3ZNA8	LOC498411	HUS1	1318030	3364	ENSG00000136273.13	HGNC
Apoa4	apolipoprotein A4	2132	25080	ENSRNOG00000055909	A0A0G2JVX7;P02651	Acl;Apo-AIV;ApoA-IV;Apoc4;apoAIV	APOA4	737553	337	ENSG00000110244.7	HGNC
Tnc	tenascin C	621057	116640	ENSRNOG00000058645	A0A0G2K1L0;B2LYI9	NA	TNC	1354144	3371	ENSG00000041982.16	RGD
Hyal1	hyaluronidase 1	1303060	367166	ENSRNOG00000015858	F1M963;Q76HN1	hyal-1	HYAL1	1352194	3373	ENSG00000114378.17	HGNC
Iapp	islet amyloid polypeptide	2854	24476	ENSRNOG00000012417	P12969	DAP	IAPP	737044	3375	ENSG00000121351.8	HGNC
Iars1	isoleucyl-tRNA synthetase 1	621022	306804	ENSRNOG00000014616	A0A0G2JVL8;A0A0G2JZH2;F1LS86;Q5BJR3	Iars;LOC103690033;LOC306804	IARS1	1317850	3376	ENSG00000196305.19	HGNC
Iars1	isoleucyl-tRNA synthetase 1	621022	306804	ENSRNOG00000052977	A0A0G2JVL8;A0A0G2JZH2;F1LS86;Q5BJR3	Iars;LOC103690033;LOC306804	IARS1	1317850	3376	ENSG00000196305.19	HGNC
Ubac2	UBA domain containing 2	1311689	361094	ENSRNOG00000012710	F1LQF5;Q3KR85	LOC361094;MGC125241;Phgdhl1	UBAC2	1323278	337867	ENSG00000134882.16	HGNC
Chsy3	chondroitin sulfate synthase 3	1560819	291577	ENSRNOG00000050152	M0R6S5	Chsy3l;LOC291577;RGD1560819	CHSY3	1603860	337876	ENSG00000198108.4	RGD
Krtap7-1	keratin associated protein 7-1	1560879	363741	ENSRNOG00000043017	D4A3G7	LOC363741;RGD1560879	KRTAP7-1	1352307	337878	ENSG00000274749.1	HGNC
Krtap8-1	keratin associated protein 8-1	2323315	100359826	ENSRNOG00000043471	D4A006	LOC100359826	KRTAP8-1	1354331	337879	ENSG00000183640.6	HGNC
Krtap11-1	keratin associated protein 11-1	2323257	100359886	ENSRNOG00000027478	D3ZX50	LOC100359886	KRTAP11-1	1350814	337880	ENSG00000182591.6	HGNC
Krtap13-2	keratin associated protein 13-2	1559597	501765	ENSRNOG00000043083	D3ZK59	LOC501765;RGD1559597	KRTAP13-2	1345812	337959	ENSG00000182816.9	HGNC
Krtap13-2	keratin associated protein 13-2	1559597	501765	ENSRNOG00000063259	D3ZK59	LOC501765;RGD1559597	KRTAP13-2	1345812	337959	ENSG00000182816.9	HGNC
Krtap14	keratin associated protein 14	1564302	501768	ENSRNOG00000001567	M0R933	LOC501768;RGD1564302	KRTAP23-1	1354302	337963	ENSG00000186980.7	HGNC
Krtap22-2	keratin associated protein 22-2	7637527	102551069	ENSRNOG00000040063	M0R5G7	LOC102551069	KRTAP6-3	1352489	337968	ENSG00000212938.3	HGNC
Krtap16-5	keratin associated protein 16-5	1588263	680703	ENSRNOG00000040064	D3ZK72	LOC680703	KRTAP19-7	1346372	337974	ENSG00000244362.3	HGNC
Krtap20-1	keratin associated protein 20-1	7729737	102550816	ENSRNOG00000040058	D3ZK89	LOC102550816	KRTAP20-1	1344445	337975	ENSG00000244624.3	HGNC
LOC102551003	keratin-associated protein 20-2-like	7637203	102551003	ENSRNOG00000055713	A0A0G2JU37	NA	KRTAP22-1	1352120	337979	ENSG00000186924.3	HGNC
Apob	apolipoprotein B	2129	54225	ENSRNOG00000005542	F1M6Z1;Q4G047;Q62970;Q63051;Q63052;Q7TMA5	Aa1064;Ac1-060;Apo B-100;ApoB-100;ApoB-48	APOB	735787	338	ENSG00000084674.15	HGNC
Fam151a	family with sequence similarity 151, member A	1359194	313430	ENSRNOG00000007799	Q642A7	MGC94145	FAM151A	1603341	338094	ENSG00000162391.12	HGNC
Ibsp	integrin-binding sialoprotein	2855	24477	ENSRNOG00000002158	A0JPM6;P13839;Q3HLN4	BSP II;Bsp;MGC156673	IBSP	735575	3381	ENSG00000029559.7	HGNC
Ica1	islet cell autoantigen 1	621465	81024	ENSRNOG00000008628	Q63054;Q6AZ05	ICA69;ICAp69;p69	ICA1	733652	3382	ENSG00000003147.19	HGNC
Icam1	intercellular adhesion molecule 1	2857	25464	ENSRNOG00000020679	Q00238	CD54;ICAM;ICAM-1	ICAM1	69659	3383	ENSG00000090339.9	HGNC
Nlrp9	NLR family, pyrin domain containing 9	1308981	292577	ENSRNOG00000021913	D3ZAD9	LOC292577;LOC308329;Nalp9a;Nalp9b;Nlrp9b	NLRP9	1319070	338321	ENSG00000185792.10	HGNC
Nlrp10	NLR family, pyrin domain containing 10	1307387	293426	ENSRNOG00000015082	D3ZUA2	LOC293426;Nalp10	NLRP10	1316559	338322	ENSG00000182261.5	HGNC
Nlrp10	NLR family, pyrin domain containing 10	1307387	293426	ENSRNOG00000015082	D3ZUA2	LOC293426;Nalp10	NLRP10	1316559	338322	ENSG00000276780.2	HGNC
Nlrp10	NLR family, pyrin domain containing 10	1307387	293426	ENSRNOG00000015082	D3ZUA2	LOC293426;Nalp10	NLRP10	1316559	338322	ENSG00000281166.2	HGNC
Nlrp14	NLR family, pyrin domain containing 14	1598218	499234	ENSRNOG00000023847	F1M918	LOC499234	NLRP14	1315283	338323	ENSG00000158077.5	HGNC
S100a7a	S100 calcium binding protein A7A	1593779	685479	ENSRNOG00000033352	D3ZDM0	LOC685479;S100a15	S100A7A	1346957	338324	ENSG00000184330.12	HGNC
Gpihbp1	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1	1564237	300027	ENSRNOG00000007475	D3ZZL5	LOC300027;RGD1564237	GPIHBP1	1606107	338328	ENSG00000277494.2	HGNC
Gpihbp1	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1	1564237	300027	ENSRNOG00000064680	D3ZZL5	LOC300027;RGD1564237	GPIHBP1	1606107	338328	ENSG00000277494.2	HGNC
Clec4d	C-type lectin domain family 4, member D	1303339	362432	ENSRNOG00000010181	G3V7B1;Q69FH1	Clecsf8;Mcl	CLEC4D	1347298	338339	ENSG00000166527.8	HGNC
Clec4d	C-type lectin domain family 4, member D	1303339	362432	ENSRNOG00000067848	G3V7B1;Q69FH1	Clecsf8;Mcl	CLEC4D	1347298	338339	ENSG00000166527.8	HGNC
Ifne	interferon, epsilon	1565065	108350996	ENSRNOG00000024204	F1LVL8	If1ea;LOC108350996;LOC298225;RGD1565065	IFNE	1606106	338376	ENSG00000184995.7	HGNC
Rab7b	Rab7b, member RAS oncogene family	1562617	501854	ENSRNOG00000039754	D4A7A8	LOC501854;RGD1562617	RAB7B	1346465	338382	ENSG00000276600.5	RGD
Tas2r135	taste receptor, type 2, member 135	1561078	502757	ENSRNOG00000026811	F1LS99;Q67ES2	LOC502757;RGD1561078;T2R135;T2R28;T2R35	TAS2R60	1347652	338398	ENSG00000185899.1	HGNC
Tas2r135	taste receptor, type 2, member 135	1561078	502757	ENSRNOG00000026811	F1LS99;Q67ES2	LOC502757;RGD1561078;T2R135;T2R28;T2R35	TAS2R60	1347652	338398	ENSG00000285341.1	HGNC
Icam2	intercellular adhesion molecule 2	1359660	360647	ENSRNOG00000025143	Q6AXM6	MGC95023	ICAM2	1351795	3384	ENSG00000108622.11	HGNC
Ano9	anoctamin 9	1560565	499287	ENSRNOG00000015830	F1LY14	LOC499287;RGD1560565	ANO9	1345920	338440	ENSG00000185101.13	HGNC
Hcar2	hydroxycarboxylic acid receptor 2	727952	353250	ENSRNOG00000026653	Q80Z39	Gpr109a;Gpr109b;HM74b;Hm74;Niacr1;rHM74b	HCAR2	1352808	338442	ENSG00000182782.8	HGNC
Ffar4	free fatty acid receptor 4	1308252	294075	ENSRNOG00000021763	Q2AC31	Gpr120;LOC294075;O3far1	FFAR4	1317919	338557	ENSG00000186188.11	HGNC
Kcnk18	potassium two pore domain channel subfamily K member 18	1303091	445371	ENSRNOG00000032706	B5L2C1;Q6Q1P3	Tresk-2	KCNK18	1346775	338567	ENSG00000186795.1	HGNC
St8sia6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	1303161	291325	ENSRNOG00000051684	A0A0G2JWU8;Q6ZXC7	Siat8f	ST8SIA6	1605541	338596	ENSG00000148488.17	HGNC
St8sia6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	1303161	291325	ENSRNOG00000064205	A0A0G2JWU8;Q6ZXC7	Siat8f	ST8SIA6	1605541	338596	ENSG00000148488.17	HGNC
Dusp29	dual specificity phosphatase 29	1310229	361003	ENSRNOG00000013034	P0C595	Dupd1;LOC361003	DUPD1	1321010	338599	ENSG00000188716.6	HGNC
Dusp29	dual specificity phosphatase 29	1310229	361003	ENSRNOG00000013034	P0C595	Dupd1;LOC361003	DUPD1	1321010	338599	ENSG00000281660.1	HGNC
Icam4	intercellular adhesion molecule 4, Landsteiner-Wiener blood group	1308971	298702	ENSRNOG00000042078	D3ZP29	LOC100360240;LOC298702	ICAM4	1319054	3386	ENSG00000105371.10	HGNC
Luzp2	leucine zipper protein 2	6496163	100910839	ENSRNOG00000021507	A0A1W2Q6D6	LOC100910839;RGD1563838	LUZP2	1347178	338645	ENSG00000187398.12	HGNC
Cenatac	centrosomal AT-AC splicing factor	1597440	689046	ENSRNOG00000012137	D4A553	Ccdc84;LOC689046	CCDC84	1602413	338657	ENSG00000186166.9	HGNC
Cenatac	centrosomal AT-AC splicing factor	1597440	689046	ENSRNOG00000012137	D4A553	Ccdc84;LOC689046	CCDC84	1602413	338657	ENSG00000280975.3	HGNC
Tmem225	transmembrane protein 225	1562358	500980	ENSRNOG00000054439	Q6GV27	Pmp22cd	TMEM225	1605235	338661	ENSG00000204300.7	HGNC
Olr1340	olfactory receptor 1340	1333740	300640	ENSRNOG00000053238	F1LWN7	Olfr985;ratchr8-43079237-43078449_ORF	OR8D4	1319573	338662	ENSG00000181518.4	HGNC
Vsig10l2	V-set and immunoglobulin domain containing 10 like 2	11474175	108351843	NA	NA	LOC108351843	VSIG10L2	12801887	338667	ENSG00000283703.3	HGNC
Olr463	olfactory receptor 463	1333086	405255	ENSRNOG00000060217	A0A0G2JUZ9	NA	OR5AP2	1350041	338675	ENSG00000172464.4	HGNC
Ankrd13d	ankyrin repeat domain 13D	1309156	361699	ENSRNOG00000028247	D3ZUJ7	LOC361699;RGD1309156	ANKRD13D	1605234	338692	ENSG00000172932.16	HGNC
Ankrd42	ankyrin repeat domain 42	1310789	293117	ENSRNOG00000009664	D3ZA25	LOC293117;RGD1310789	ANKRD42	1605233	338699	ENSG00000137494.14	HGNC
B4galnt4	beta-1,4-N-acetyl-galactosaminyl transferase 4	1310052	309105	ENSRNOG00000053075	D4A750	LOC309105;RGD1310052	B4GALNT4	1602277	338707	ENSG00000182272.12	HGNC
Olr194	olfactory receptor 194	1334283	405293	ENSRNOG00000046579	D3ZEM2	NA	OR52L1	1352155	338751	ENSG00000183313.4	HGNC
Olr194	olfactory receptor 194	1334283	405293	ENSRNOG00000063165	D3ZEM2	NA	OR52L1	1352155	338751	ENSG00000183313.4	HGNC
C1ql4	complement C1q like 4	1565968	300220	ENSRNOG00000060020	D3ZMN4	Adik;LOC300220;RGD1565968	C1QL4	1604955	338761	ENSG00000186897.5	HGNC
Tmem119	transmembrane protein 119	1307573	304581	ENSRNOG00000000700	B2RYL3	LOC304581;RGD1307573	TMEM119	1602276	338773	ENSG00000183160.9	HGNC
Krt79	keratin 79	1583372	683720	ENSRNOG00000058340	A0A0G2JW69	LOC683720;LOC685652	KRT79	1602275	338785	ENSG00000185640.6	HGNC
Tafa2	TAFA chemokine like family member 2	1589429	680647	ENSRNOG00000004180	F1LV54	Fam19a2;LOC680647	TAFA2	1345895	338811	ENSG00000198673.11	HGNC
C1qtnf9	C1q and TNF related 9	1560876	364395	ENSRNOG00000013793	D3ZJ76	Adif1;Ctrp9;LOC364395;RGD1560876	C1QTNF9	1602167	338872	ENSG00000240654.6	HGNC
Rnase10	ribonuclease A family member 10	1310415	305840	ENSRNOG00000010261	Q5GAM0;W0UTF9	LOC305840;RGD1310415;Rah1	RNASE10	1347818	338879	ENSG00000182545.6	HGNC
Vsx2	visual system homeobox 2	621215	171360	ENSRNOG00000011918	G3V7K0	Chx10	VSX2	1348218	338917	ENSG00000119614.3	HGNC
Tmem202	transmembrane protein 202	1585107	691306	ENSRNOG00000026112	D3ZRF8	LOC691306	TMEM202	2289768	338949	ENSG00000187806.9	HGNC
Apobec1	apolipoprotein B mRNA editing enzyme catalytic subunit 1	2133	25383	ENSRNOG00000015411	P38483	REPR;apobec-1	APOBEC1	736126	339	ENSG00000111701.7	HGNC
Prss53	serine protease 53	1566127	499270	ENSRNOG00000026040	D4AAD2	LOC293516;LOC499270;Pol3s;RGD1311277;RGD1566127	PRSS53	2860194	339105	ENSG00000151006.7	HGNC
Rab43	RAB43, member RAS oncogene family	1565300	500249	ENSRNOG00000037768	Q53B90	NA	RAB43	1603859	339122	ENSG00000172780.17	HGNC
Jmjd8	jumonji domain containing 8	1307381	360498	ENSRNOG00000019729	A0A0G2JWD5;A0A140TAD7;Q6AY40	LOC360498;RGD1307381	JMJD8	1601801	339123	ENSG00000161999.13	HGNC
Cibar2	CBY1 interacting BAR domain containing 2	1560673	361423	ENSRNOG00000021714	D3ZCB9	Fam92b;LOC361423;RGD1560673	CIBAR2	1603858	339145	ENSG00000153789.13	HGNC
Tmem95	transmembrane protein 95	1593310	691982	ENSRNOG00000043507	D3ZZS5	LOC691982	TMEM95	1603857	339168	ENSG00000182896.13	HGNC
Tmem95	transmembrane protein 95	1593310	691982	ENSRNOG00000043507	D3ZZS5	LOC691982	TMEM95	1603857	339168	ENSG00000288511.3	HGNC
Mettl2	methyltransferase like 2	1310240	363687	ENSRNOG00000006131	D3ZQ63	LOC363687;Mettl2b	METTL2A	1601800	339175	ENSG00000087995.16	HGNC
LOC688126	hypothetical protein LOC688126	1592433	688126	ENSRNOG00000064206	P0CD95	NA	C17orf67	1603500	339210	ENSG00000214226.9	HGNC
Enpp7	ectonucleotide pyrophosphatase/phosphodiesterase 7	1359324	303729	ENSRNOG00000047026	M0R3W7;Q5EZ72	E-NPP 7;E-NPP7;LOC303729;NPP-7	ENPP7	1342953	339221	ENSG00000182156.10	HGNC
Oxld1	oxidoreductase-like domain containing 1	1590060	103693495	ENSRNOG00000047517	M0R3T0	LOC688310	OXLD1	2290031	339229	ENSG00000204237.5	HGNC
Ccdc137	coiled-coil domain containing 137	1591129	688298	ENSRNOG00000048712	M0RAS3	LOC688298	CCDC137	1625086	339230	ENSG00000185298.13	HGNC
Arl16	ADP-ribosylation factor like GTPase 16	1590059	688311	ENSRNOG00000049235	M0R4K4	LOC688311	ARL16	1601700	339231	ENSG00000214087.9	HGNC
Msl1	MSL complex subunit 1	1564778	303514	ENSRNOG00000009643	D3ZBD0	LOC303514;RGD1564778	MSL1	2307385	339287	ENSG00000188895.12	HGNC
Lrrc30	leucine rich repeat containing 30	1563832	301711	ENSRNOG00000030389	D3ZWX6	LOC301711;RGD1563832	LRRC30	1343727	339291	ENSG00000206422.3	HGNC
Cplx4	complexin 4	1307643	361342	ENSRNOG00000016928	D3ZM85	LOC361342	CPLX4	1316951	339302	ENSG00000166569.8	HGNC
Zfp260	zinc finger protein 260	621205	53982	ENSRNOG00000020762	Q62981	OZF;POZF-1;Znf146;Znf260	ZNF260	1606913	339324	ENSG00000254004.7	HGNC
Zfp260	zinc finger protein 260	621205	53982	ENSRNOG00000046867	Q62981	OZF;POZF-1;Znf146;Znf260	ZNF260	1606913	339324	ENSG00000254004.7	HGNC
Zfp11	zinc finger protein 11	2324824	100363065	ENSRNOG00000051442	A0A0G2K5Y5	LOC100363065	ZNF546	1354009	339327	ENSG00000187187.14	HGNC
Zfp11	zinc finger protein 11	2324824	100363065	ENSRNOG00000051442	A0A0G2K5Y5	LOC100363065	ZNF546	1354009	339327	ENSG00000281526.3	HGNC
Mypop	Myb-related transcription factor, partner of profilin	1565160	499090	ENSRNOG00000014132	A0A0G2JUZ3;D4AB13	LOC499090;P42pop;RGD1565160	MYPOP	1606912	339344	ENSG00000176182.6	HGNC
Nanos2	nanos C2HC-type zinc finger 2	1562436	365213	ENSRNOG00000038088	D4A4B3	LOC365213;RGD1562436	NANOS2	1354099	339345	ENSG00000188425.4	HGNC
Adamtsl5	ADAMTS-like 5	1305607	314626	ENSRNOG00000033787	F1M9K2	LOC314626;Thsd6	ADAMTSL5	1313735	339366	ENSG00000185761.11	HGNC
Clec4g	C-type lectin domain family 4, member G	1597482	689004	ENSRNOG00000054013	A0A0G2JU13	LOC689004;RGD1562320	CLEC4G	1354383	339390	ENSG00000182566.15	HGNC
Lingo4	leucine rich repeat and Ig domain containing 4	1562025	499668	ENSRNOG00000022863	D4A2G1	LOC499668;RGD1562025	LINGO4	1606911	339398	ENSG00000213171.3	HGNC
Irf8	interferon regulatory factor 8	1312024	292060	ENSRNOG00000017869	Q5NUI4	ICSBP;Icsbp1;LOC292060	IRF8	1351360	3394	ENSG00000140968.11	HGNC
Rxfp4	relaxin family peptide/INSL5 receptor 4	2322332	102549653	NA	NA	LOC100360321;LOC102549653;Rxfp4-ps1	RXFP4	1348831	339403	ENSG00000173080.6	HGNC
Ankrd45	ankyrin repeat domain 45	1311153	289152	ENSRNOG00000002890	D3Z8M5	LOC102552408;LOC289152;RGD1311153	ANKRD45	1606657	339416	ENSG00000183831.7	HGNC
RGD1304567	similar to RIKEN cDNA A430005L14	1304567	362671	ENSRNOG00000025034	G3V981;Q5M951	MGC105699	C1orf174	1603248	339448	ENSG00000198912.12	HGNC
Klhl17	kelch-like family member 17	708444	246757	ENSRNOG00000020302	Q8K430	LOC246757	KLHL17	1348319	339451	ENSG00000187961.15	HGNC
Tmem240	transmembrane protein 240	2318117	100362471	ENSRNOG00000042211	D3ZYD8	LOC100362471	TMEM240	1603247	339453	ENSG00000205090.9	HGNC
Tmem52	transmembrane protein 52	2318502	100362283	ENSRNOG00000016618	D3ZP55	LOC100362283	TMEM52	1603246	339456	ENSG00000178821.13	HGNC
Brinp3	BMP/retinoic acid inducible neural specific 3	708421	286901	ENSRNOG00000002811	Q8K1M7	Fam5c	BRINP3	1606655	339479	ENSG00000162670.11	HGNC
Zbtb8os	zinc finger and BTB domain containing 8 opposite strand	1562249	297885	ENSRNOG00000008226	M0R5Y9	LOC297885;RGD1562249;Zbtb8os-ps1	ZBTB8OS	1603245	339487	ENSG00000176261.16	RGD
Tfap2e	transcription factor AP-2 epsilon	1563297	313596	ENSRNOG00000027595	D3ZJ69	LOC313596;RGD1563297;Tcfap2e	TFAP2E	1352189	339488	ENSG00000116819.9	HGNC
Prss38	serine protease 38	1565729	287358	ENSRNOG00000022548	F1LVG1	LOC287358;Mpn2;RGD1565729	PRSS38	1606403	339501	ENSG00000185888.5	HGNC
Ccdc190	coiled-coil domain containing 190	1560672	498270	ENSRNOG00000025005	D3ZPM4	LOC498270;RGD1560672	CCDC190	1606402	339512	ENSG00000185860.14	HGNC
Armh1	armadillo-like helical domain containing 1	1563714	500531	ENSRNOG00000031494	B1H243;D4A9P2	LOC500531;RGD1563714	ARMH1	1606401	339541	ENSG00000198520.12	HGNC
Zfp69	zinc finger protein 69	2322990	100363455	NA	NA	LOC100363455;Zfp965	ZFP69	1343701	339559	ENSG00000187815.10	HGNC
Mrpl58	mitochondrial ribosomal protein L58	1307942	303673	ENSRNOG00000032780	D3ZDP2	Ict1;LOC303673	MRPL58	1317429	3396	ENSG00000167862.10	HGNC
Slc35e4	solute carrier family 35, member E4	708484	266687	ENSRNOG00000004168	A0A0G2JTE6;Q5RKL7	LOC266687;MGC93128	SLC35E4	1602959	339665	ENSG00000100036.13	HGNC
Tex33	testis expressed 33	1592508	686841	ENSRNOG00000063601	Q6AY51	LOC686841	TEX33	1606105	339669	ENSG00000185264.12	HGNC
Id1	inhibitor of DNA binding 1, HLH protein	2858	25261	ENSRNOG00000021750	A0JPJ2;P41135	ID125A;Idb1;MGC156482	ID1	736819	3397	ENSG00000125968.9	HGNC
Spopl	speckle type BTB/POZ protein like	1305847	296532	ENSRNOG00000005070	A0A0G2KB38;B2RZC7	LOC296532;RGD1305847	SPOPL	1605812	339745	ENSG00000144228.9	HGNC
Mroh2a	maestro heat-like repeat family member 2A	1565687	301596	ENSRNOG00000042182	F1M8N8	Heatr7b1;LOC301596;LOC680306;RGD1565687	MROH2A	2302189	339766	ENSG00000185038.15	HGNC
Espnl	espin-like	1562432	301606	ENSRNOG00000024717	D3ZGJ2	LOC301606;RGD1562432	ESPNL	1602816	339768	ENSG00000144488.15	HGNC
Fam166c	family with sequence similarity 166 member C	1559683	500620	ENSRNOG00000009905	D3ZW52	LOC500620;RGD1559683	FAM166C	2298820	339778	ENSG00000173557.15	HGNC
Prr30	proline rich 30	2315526	100322897	ENSRNOG00000025726	D3ZWN2	LOC100322897	PRR30	1602815	339779	ENSG00000186143.11	HGNC
Id2	inhibitor of DNA binding 2	2859	25587	ENSRNOG00000007237	P41137;Q7TPI4	Ac2-300;MGC105494	ID2	732001	3398	ENSG00000115738.10	HGNC
LOC690352	hypothetical protein LOC690352	1597336	690352	ENSRNOG00000051590	D3ZLU7	NA	C2orf74	2298736	339804	ENSG00000237651.8	HGNC
Ccdc39	coiled-coil domain containing 39	1306277	310315	ENSRNOG00000011440	A0A0A0MY52;D3Z8K2	LOC310315;RGD1306277	CCDC39	1605540	339829	ENSG00000284862.3	HGNC
Iho1	interactor of HORMAD1 1	1596869	680018	ENSRNOG00000048919	M0R8J7	Ccdc36;LOC680018	CCDC36	1605539	339834	ENSG00000173421.17	HGNC
Ky	kyphoscoliosis peptidase	1305407	315962	ENSRNOG00000008210	D3Z953	LOC315962	KY	1313421	339855	ENSG00000174611.12	HGNC
Gadl1	glutamate decarboxylase-like 1	1565145	367181	NA	NA	LOC367181;RGD1565145	GADL1	1351528	339896	ENSG00000144644.15	HGNC
Id3	inhibitor of DNA binding 3, HLH protein	2860	25585	ENSRNOG00000026124	P41138	NA	ID3	734069	3399	ENSG00000117318.9	HGNC
