assay	feature_ID	ensembl_gene	entrez_gene	gene_symbol	human_gene_symbol	human_ensembl_gene	human_entrez_gene	mouse_gene_symbol	mouse_entrez_gene	ortholog_source
transcript-rna-seq	ENSRNOG00000039856	ENSRNOG00000039856	501101	Lrrc73	LRRC73	NA	221424	Lrrc73	224813	RGD
transcript-rna-seq	ENSRNOG00000039858	ENSRNOG00000039858	362824	Mfsd12	MFSD12	NA	126321	Mfsd12	73822	RGD
transcript-rna-seq	ENSRNOG00000039859	ENSRNOG00000039859	84350	Dnmt1	DNMT1	NA	1786	Dnmt1	13433	RGD
transcript-rna-seq	ENSRNOG00000039860	ENSRNOG00000039860	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000039861	ENSRNOG00000039861	690617	LOC690617	C19orf71	NA	100128569	4930404N11Rik	432479	RGD
transcript-rna-seq	ENSRNOG00000039862	ENSRNOG00000039862	500000	Cldn12	CLDN12	NA	9069	Cldn12	64945	RGD
transcript-rna-seq	ENSRNOG00000039863	ENSRNOG00000039863	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000039865	ENSRNOG00000039865	498992	Vnn3	VNN3	NA	55350	Vnn3	26464	RGD
transcript-rna-seq	ENSRNOG00000039869	ENSRNOG00000039869	294123	Taar5	TAAR5	NA	9038	Taar5	215854	RGD
transcript-rna-seq	ENSRNOG00000039871	ENSRNOG00000039871	289928	RGD1306063	C3orf14	NA	57415	3830406C13Rik	218734	RGD
transcript-rna-seq	ENSRNOG00000039872	ENSRNOG00000039872	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000039876	ENSRNOG00000039876	681410	LOC681410	HNRNPA0	ENSG00000177733	10949	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000039877	ENSRNOG00000039877	100174909	Smim11a	SMIM11A	NA	54065	Smim11	68936	RGD
transcript-rna-seq	ENSRNOG00000039890	ENSRNOG00000039890	305142	Abcg3l3	ABCG2	ENSG00000118777	9429	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000039891	ENSRNOG00000039891	307645	Adgrg5	ADGRG5	NA	221188	Adgrg5	382045	RGD
transcript-rna-seq	ENSRNOG00000039892	ENSRNOG00000039892	405337	Olr1185	OR7E24	ENSG00000237521	26648	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000039902	ENSRNOG00000039902	683626	Lbh	LBH	NA	81606	Lbh	77889	RGD
transcript-rna-seq	ENSRNOG00000039906	ENSRNOG00000039906	65270	Abo3	ABO	ENSG00000175164	28	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000039919	ENSRNOG00000039919	405344	Olr1132	OR7G1	ENSG00000161807	125962	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000039922	ENSRNOG00000039922	NA	Olr1129	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000039924	ENSRNOG00000039924	500413	Triqk	TRIQK	NA	286144	Triqk	208820	RGD
transcript-rna-seq	ENSRNOG00000039928	ENSRNOG00000039928	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000039931	ENSRNOG00000039931	NA	NA	MUC16	ENSG00000181143	94025	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000039933	ENSRNOG00000039933	NA	NA	PRDM9	ENSG00000164256	56979	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000039933	ENSRNOG00000039933	NA	NA	ZNF80	ENSG00000174255	7634	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000039933	ENSRNOG00000039933	NA	NA	ZNF749	ENSG00000186230	388567	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000039933	ENSRNOG00000039933	NA	NA	ZNF425	ENSG00000204947	155054	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000039949	ENSRNOG00000039949	313063	Rad54b	RAD54B	NA	25788	Rad54b	623474	RGD
transcript-rna-seq	ENSRNOG00000039954	ENSRNOG00000039954	NA	RGD1308751	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000039954	ENSRNOG00000039954	NA	Ctsll3	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000039955	ENSRNOG00000039955	685940	Samd3	SAMD3	NA	154075	Samd3	268288	RGD
transcript-rna-seq	ENSRNOG00000039966	ENSRNOG00000039966	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000039969	ENSRNOG00000039969	291760	Dsc2	DSC2	NA	1824	Dsc2	13506	RGD
transcript-rna-seq	ENSRNOG00000039971	ENSRNOG00000039971	NA	Ctla2a	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000039975	ENSRNOG00000039975	NA	Tpbpa	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000039976	ENSRNOG00000039976	301242	Ptk7	PTK7	NA	5754	Ptk7	71461	RGD
transcript-rna-seq	ENSRNOG00000039980	ENSRNOG00000039980	25176	Slc25a5	SLC25A5	NA	292	Slc25a5	11740	RGD
transcript-rna-seq	ENSRNOG00000039985	ENSRNOG00000039985	298317	Ube2a	UBE2A	NA	7319	Ube2a	22209	RGD
transcript-rna-seq	ENSRNOG00000039989	ENSRNOG00000039989	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000039990	ENSRNOG00000039990	NA	MGC114246	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000039994	ENSRNOG00000039994	313449	Upf3b	UPF3B	NA	65109	Upf3b	68134	RGD
transcript-rna-seq	ENSRNOG00000039997	ENSRNOG00000039997	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040000	ENSRNOG00000040000	NA	Cts8	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040005	ENSRNOG00000040005	363441	Ndufa1	NDUFA1	ENSG00000125356	4694	Ndufa1	54405	RGD
transcript-rna-seq	ENSRNOG00000040007	ENSRNOG00000040007	NA	LOC102546495	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040008	ENSRNOG00000040008	NA	RGD1560927	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040008	ENSRNOG00000040008	NA	LOC108348152	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040010	ENSRNOG00000040010	NA	LOC103690001	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040013	ENSRNOG00000040013	NA	Rhox7	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040013	ENSRNOG00000040013	NA	Rhox2	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040020	ENSRNOG00000040020	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040024	ENSRNOG00000040024	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040026	ENSRNOG00000040026	652926	Rhox10	RHOXF1	ENSG00000101883	158800	Rhox10	434769	RGD
transcript-rna-seq	ENSRNOG00000040033	ENSRNOG00000040033	NA	Rhox12	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040039	ENSRNOG00000040039	NA	NA	RPL29	ENSG00000162244	6159	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000040040	ENSRNOG00000040040	297821	Ndufaf6	NDUFAF6	NA	137682	Ndufaf6	76947	RGD
transcript-rna-seq	ENSRNOG00000040045	ENSRNOG00000040045	100910202	Crnkl1	CRNKL1	ENSG00000101343	51340	Crnkl1	66877	RGD
transcript-rna-seq	ENSRNOG00000040050	ENSRNOG00000040050	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040052	ENSRNOG00000040052	NA	RT1-M6-2	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040054	ENSRNOG00000040054	102551406	LOC102551406	NA	NA	NA	Krtap6-1	16700	RGD
transcript-rna-seq	ENSRNOG00000040057	ENSRNOG00000040057	NA	LOC102551304	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040058	ENSRNOG00000040058	102550816	Krtap20-1	KRTAP20-1	NA	337975	Gm9789	640627	RGD
transcript-rna-seq	ENSRNOG00000040060	ENSRNOG00000040060	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040063	ENSRNOG00000040063	102551069	Krtap22-2	KRTAP6-3	NA	337968	1110025L11Rik	68637	RGD
transcript-rna-seq	ENSRNOG00000040064	ENSRNOG00000040064	680703	Krtap16-5	KRTAP19-7	NA	337974	Krtap19-4	170654	RGD
transcript-rna-seq	ENSRNOG00000040068	ENSRNOG00000040068	NA	Krtap19-5	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040076	ENSRNOG00000040076	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040095	ENSRNOG00000040095	NA	LOC680955	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040101	ENSRNOG00000040101	NA	NA	S100A11	ENSG00000163191	6282	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000040105	ENSRNOG00000040105	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040108	ENSRNOG00000040108	499985	Cd36	CD36	ENSG00000135218	948	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000040108	ENSRNOG00000040108	29184	Cd36	CD36	ENSG00000135218	948	Cd36	12491	RGD
transcript-rna-seq	ENSRNOG00000040108	ENSRNOG00000040108	499985	RGD1565355	CD36	ENSG00000135218	948	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000040108	ENSRNOG00000040108	29184	RGD1565355	CD36	ENSG00000135218	948	Cd36	12491	RGD
transcript-rna-seq	ENSRNOG00000040109	ENSRNOG00000040109	501096	Treml1	TREML1	NA	340205	Treml1	71326	RGD
transcript-rna-seq	ENSRNOG00000040110	ENSRNOG00000040110	301676	Foxn2	FOXN2	NA	3344	Foxn2	14236	RGD
transcript-rna-seq	ENSRNOG00000040116	ENSRNOG00000040116	502109	LOC502109	C5orf60	NA	285679	NA	NA	RGD
transcript-rna-seq	ENSRNOG00000040120	ENSRNOG00000040120	365972	Bhmt2	BHMT2	NA	23743	Bhmt2	64918	RGD
transcript-rna-seq	ENSRNOG00000040121	ENSRNOG00000040121	288959	RGD1565158	POTEA	ENSG00000188877	340441	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000040122	ENSRNOG00000040122	498440	Myoz1	MYOZ1	NA	58529	Myoz1	59011	RGD
transcript-rna-seq	ENSRNOG00000040128	ENSRNOG00000040128	288375	Cd209a	NA	NA	NA	Cd209a	170786	RGD
transcript-rna-seq	ENSRNOG00000040136	ENSRNOG00000040136	681766	Stpg4	STPG4	NA	285051	Stpg4	75467	RGD
transcript-rna-seq	ENSRNOG00000040151	ENSRNOG00000040151	NA	Sdr16c6	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040153	ENSRNOG00000040153	108348062	Eif3h	EIF3H	ENSG00000147677	8667	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000040153	ENSRNOG00000040153	299899	Eif3h	EIF3H	ENSG00000147677	8667	Eif3h	68135	RGD
transcript-rna-seq	ENSRNOG00000040153	ENSRNOG00000040153	108348062	LOC108348062	EIF3H	ENSG00000147677	8667	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000040153	ENSRNOG00000040153	299899	LOC108348062	EIF3H	ENSG00000147677	8667	Eif3h	68135	RGD
transcript-rna-seq	ENSRNOG00000040166	ENSRNOG00000040166	499506	Ankrd34b	ANKRD34B	NA	340120	Ankrd34b	218440	RGD
transcript-rna-seq	ENSRNOG00000040183	ENSRNOG00000040183	294151	Olr1684	NA	NA	NA	Olfr91	258470	RGD
transcript-rna-seq	ENSRNOG00000040188	ENSRNOG00000040188	NA	Lcn3	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040189	ENSRNOG00000040189	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040195	ENSRNOG00000040195	501084	RGD1559960	SULT1C2	ENSG00000198203	6819	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000040198	ENSRNOG00000040198	NA	Vom2r60	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040201	ENSRNOG00000040201	361875	Atp6ap1l	ATP6AP1L	NA	92270	Atp6ap1l	435376	RGD
transcript-rna-seq	ENSRNOG00000040205	ENSRNOG00000040205	361104	Zcchc24	ZCCHC24	NA	219654	Zcchc24	71918	RGD
transcript-rna-seq	ENSRNOG00000040208	ENSRNOG00000040208	300340	Mmp27	MMP27	NA	64066	Mmp27	234911	RGD
transcript-rna-seq	ENSRNOG00000040210	ENSRNOG00000040210	NA	Vom2r69	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040213	ENSRNOG00000040213	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040214	ENSRNOG00000040214	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040215	ENSRNOG00000040215	171072	Sult1c2	SULT1C2	ENSG00000198203	6819	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000040219	ENSRNOG00000040219	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040242	ENSRNOG00000040242	114005	Epm2a	EPM2A	NA	7957	Epm2a	13853	RGD
transcript-rna-seq	ENSRNOG00000040249	ENSRNOG00000040249	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040257	ENSRNOG00000040257	363720	Chmp2b	CHMP2B	NA	25978	Chmp2b	68942	RGD
transcript-rna-seq	ENSRNOG00000040266	ENSRNOG00000040266	503009	Cdkl4	CDKL4	NA	344387	Cdkl4	381113	RGD
transcript-rna-seq	ENSRNOG00000040273	ENSRNOG00000040273	NA	RGD1562402	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040275	ENSRNOG00000040275	100362365	Tmem210	TMEM210	NA	100505993	Tmem210	78217	RGD
transcript-rna-seq	ENSRNOG00000040279	ENSRNOG00000040279	294601	Slf1	SLF1	NA	84250	Slf1	105377	RGD
transcript-rna-seq	ENSRNOG00000040281	ENSRNOG00000040281	685928	Zc3h10	ZC3H10	NA	84872	Zc3h10	103284	RGD
transcript-rna-seq	ENSRNOG00000040284	ENSRNOG00000040284	366004	Rnf224	RNF224	NA	643596	Rnf224	329360	RGD
transcript-rna-seq	ENSRNOG00000040287	ENSRNOG00000040287	25426	Cyp1b1	CYP1B1	NA	1545	Cyp1b1	13078	RGD
transcript-rna-seq	ENSRNOG00000040289	ENSRNOG00000040289	497099	Xkr9	XKR9	NA	389668	Xkr9	381246	RGD
transcript-rna-seq	ENSRNOG00000040297	ENSRNOG00000040297	294595	Ttc37	TTC37	NA	9652	Ttc37	218343	RGD
transcript-rna-seq	ENSRNOG00000040300	ENSRNOG00000040300	292450	Raet1e	RAET1E	ENSG00000164520	135250	Raet1e	379043	RGD
transcript-rna-seq	ENSRNOG00000040300	ENSRNOG00000040300	292450	Rrlt	RAET1E	ENSG00000164520	135250	Raet1e	379043	RGD
transcript-rna-seq	ENSRNOG00000040301	ENSRNOG00000040301	499968	Galntl5	GALNTL5	NA	168391	Galntl5	67909	RGD
transcript-rna-seq	ENSRNOG00000040303	ENSRNOG00000040303	103692531	Cebpzos	CEBPZOS	NA	100505876	Cebpzos	68554	RGD
transcript-rna-seq	ENSRNOG00000040314	ENSRNOG00000040314	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040316	ENSRNOG00000040316	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040333	ENSRNOG00000040333	679932	Nxph2	NXPH2	NA	11249	Nxph2	18232	RGD
transcript-rna-seq	ENSRNOG00000040346	ENSRNOG00000040346	100314113	Mir671	MIR671	NA	768213	Mir671	735264	RGD
transcript-rna-seq	ENSRNOG00000040350	ENSRNOG00000040350	100314133	Mir675	MIR675	NA	100033819	Mir675	735280	RGD
transcript-rna-seq	ENSRNOG00000040351	ENSRNOG00000040351	NA	Mir667	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040354	ENSRNOG00000040354	NA	Mir673	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040355	ENSRNOG00000040355	100314180	Mir665	MIR665	NA	100126315	Mir665	751555	RGD
transcript-rna-seq	ENSRNOG00000040357	ENSRNOG00000040357	NA	Mir672	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040358	ENSRNOG00000040358	NA	Mir666	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040372	ENSRNOG00000040372	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040376	ENSRNOG00000040376	100314132	Mir802	MIR802	NA	768219	Mir802	791074	RGD
transcript-rna-seq	ENSRNOG00000040381	ENSRNOG00000040381	NA	Mir759	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040383	ENSRNOG00000040383	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040384	ENSRNOG00000040384	100314207	Mir770	MIR770	NA	768222	Mir770	791079	RGD
transcript-rna-seq	ENSRNOG00000040385	ENSRNOG00000040385	100314118	Mir760	MIR760	NA	100126348	Mir760	791077	RGD
transcript-rna-seq	ENSRNOG00000040386	ENSRNOG00000040386	NA	Mir758	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040387	ENSRNOG00000040387	NA	Mir762	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040393	ENSRNOG00000040393	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040395	ENSRNOG00000040395	100314286	Mir484	MIR484	ENSG00000283736	619553	Mir484	723916	RGD
transcript-rna-seq	ENSRNOG00000040402	ENSRNOG00000040402	100314104	Mir301b	MIR301B	NA	100126318	Mir301b	791069	RGD
transcript-rna-seq	ENSRNOG00000040404	ENSRNOG00000040404	NA	Mir465	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040406	ENSRNOG00000040406	100314212	Mir496	MIR496	NA	574454	Mir496a	751524	RGD
transcript-rna-seq	ENSRNOG00000040416	ENSRNOG00000040416	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040422	ENSRNOG00000040422	NA	Mir742	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040424	ENSRNOG00000040424	100314211	Mir761	MIR761	NA	100313892	Mir761	791075	RGD
transcript-rna-seq	ENSRNOG00000040427	ENSRNOG00000040427	100314274	Mir764	MIR764	NA	100313838	Mir764	791081	RGD
transcript-rna-seq	ENSRNOG00000040429	ENSRNOG00000040429	NA	Mir674	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040434	ENSRNOG00000040434	100314209	Mir582	MIR582	NA	693167	Mir582	100124489	RGD
transcript-rna-seq	ENSRNOG00000040436	ENSRNOG00000040436	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040438	ENSRNOG00000040438	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040440	ENSRNOG00000040440	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040443	ENSRNOG00000040443	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040445	ENSRNOG00000040445	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040447	ENSRNOG00000040447	100314266	Mir708	MIR708	NA	100126333	Mir708	735284	RGD
transcript-rna-seq	ENSRNOG00000040448	ENSRNOG00000040448	100314121	Mir146b	MIR146B	NA	574447	Mir146b	751550	RGD
transcript-rna-seq	ENSRNOG00000040458	ENSRNOG00000040458	100314177	Mir652	MIR652	NA	724022	Mir652	723976	RGD
transcript-rna-seq	ENSRNOG00000040462	ENSRNOG00000040462	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040532	ENSRNOG00000040532	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040595	ENSRNOG00000040595	NA	NA	SNORD79	ENSG00000251878	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000040652	ENSRNOG00000040652	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040715	ENSRNOG00000040715	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040749	ENSRNOG00000040749	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040821	ENSRNOG00000040821	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040834	ENSRNOG00000040834	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000040878	ENSRNOG00000040878	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041010	ENSRNOG00000041010	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041036	ENSRNOG00000041036	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041053	ENSRNOG00000041053	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041170	ENSRNOG00000041170	NA	NA	MIR590	ENSG00000207741	693175	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000041197	ENSRNOG00000041197	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041199	ENSRNOG00000041199	NA	Mir878	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041209	ENSRNOG00000041209	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041210	ENSRNOG00000041210	NA	Mir880	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041219	ENSRNOG00000041219	NA	Mir872	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041223	ENSRNOG00000041223	100314097	Mir877	MIR877	NA	100126314	Mir877	100124459	RGD
transcript-rna-seq	ENSRNOG00000041228	ENSRNOG00000041228	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041236	ENSRNOG00000041236	NA	Mir743a	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041243	ENSRNOG00000041243	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041245	ENSRNOG00000041245	100314103	Mir190b	MIR190B	NA	100126346	Mir190b	100124481	RGD
transcript-rna-seq	ENSRNOG00000041249	ENSRNOG00000041249	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041256	ENSRNOG00000041256	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041258	ENSRNOG00000041258	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041260	ENSRNOG00000041260	NA	Mir743b	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041270	ENSRNOG00000041270	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041287	ENSRNOG00000041287	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041288	ENSRNOG00000041288	NA	Mir883	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041291	ENSRNOG00000041291	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041292	ENSRNOG00000041292	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041296	ENSRNOG00000041296	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041297	ENSRNOG00000041297	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041299	ENSRNOG00000041299	NA	Mir881	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041300	ENSRNOG00000041300	100314096	Mir874	MIR874	NA	100126343	Mir874	100124491	RGD
transcript-rna-seq	ENSRNOG00000041302	ENSRNOG00000041302	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041305	ENSRNOG00000041305	100314267	Mir873	MIR873	NA	100126316	Mir873a	100124457	RGD
transcript-rna-seq	ENSRNOG00000041307	ENSRNOG00000041307	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041308	ENSRNOG00000041308	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041315	ENSRNOG00000041315	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041319	ENSRNOG00000041319	NA	Mir511	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041320	ENSRNOG00000041320	100314210	Mir876	MIR876	NA	100126310	Mir876	100124458	RGD
transcript-rna-seq	ENSRNOG00000041321	ENSRNOG00000041321	NA	Mir879	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041322	ENSRNOG00000041322	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041327	ENSRNOG00000041327	NA	Mir463	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041330	ENSRNOG00000041330	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041331	ENSRNOG00000041331	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041334	ENSRNOG00000041334	NA	Mir871	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041336	ENSRNOG00000041336	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041347	ENSRNOG00000041347	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041348	ENSRNOG00000041348	100314134	Mir875	MIR875	NA	100126309	Mir875	100124469	RGD
transcript-rna-seq	ENSRNOG00000041356	ENSRNOG00000041356	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041361	ENSRNOG00000041361	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041366	ENSRNOG00000041366	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041369	ENSRNOG00000041369	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041381	ENSRNOG00000041381	100526635	Mir208b	MIR208B	NA	100126336	Mir208b	100124433	RGD
transcript-rna-seq	ENSRNOG00000041393	ENSRNOG00000041393	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041395	ENSRNOG00000041395	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041411	ENSRNOG00000041411	NA	NA	MIR1282	ENSG00000221792	100302254	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000041423	ENSRNOG00000041423	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041433	ENSRNOG00000041433	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000041434	ENSRNOG00000041434	NA	NA	NA	NA	NA	NA	NA	NA
